#,started on Sat,01-10-2014 06:36,,
,,,,
#,time,counts unit,events,
,3.006980597,"56,78,81,648",instructions                     #    1.65  insn per cycle,-52.42%
,3.082161201,"56,20,995",branch-misses,-69.97%
,3.082161201,"2,59,557",cache-misses,-80.61%
,3.082161201,"4,99,189",L1-dcache-load-misses,-84.04%
,3.082161201,"15,813",L1-icache-load-misses,-84.04%
,3.082161201,"53,416",dTLB-load-misses,-83.23%
,3.082161201,"2,459",dTLB-store-misses,-77.91%
,3.082161201,112,iTLB-load-misses,-21.28%
,3.082161201,"60,890",LLC-load-misses,-22.08%
,3.082161201,"58,499",LLC-store-misses,-27.40%
,3.082161201,"56,26,176",branch-load-misses,-38.05%
,3.082161201,"34,44,80,025",cycles,-48.68%
,3.082161201,"56,56,86,281",instructions                     #    1.64  insn per cycle,-59.32%
,3.157330492,"56,13,408",branch-misses,-66.17%
,3.157330492,"2,50,482",cache-misses,-71.49%
,3.157330492,"4,90,994",L1-dcache-load-misses,-68.07%
,3.157330492,"14,776",L1-icache-load-misses,-68.07%
,3.157330492,"49,986",dTLB-load-misses,-68.07%
,3.157330492,"1,964",dTLB-store-misses,-68.07%
,3.157330492,131,iTLB-load-misses,-42.57%
,3.157330492,"58,791",LLC-load-misses,-42.57%
,3.157330492,"59,399",LLC-store-misses,-42.57%
,3.157330492,"56,09,815",branch-load-misses,-50.22%
,3.157330492,"34,44,64,433",cycles,-55.54%
,3.157330492,"56,83,63,414",instructions                     #    1.65  insn per cycle,-60.86%
,3.232523133,"56,03,664",branch-misses,-61.52%
,3.232523133,"2,63,630",cache-misses,-72.16%
,3.232523133,"4,87,194",L1-dcache-load-misses,-77.48%
,3.232523133,"14,667",L1-icache-load-misses,-82.79%
,3.232523133,"49,360",dTLB-load-misses,-84.04%
,3.232523133,"2,144",dTLB-store-misses,-84.04%
,3.232523133,132,iTLB-load-misses,-27.85%
,3.232523133,"65,612",LLC-load-misses,-22.53%
,3.232523133,"59,030",LLC-store-misses,-21.28%
,3.232523133,"55,99,544",branch-load-misses,-29.59%
,3.232523133,"34,46,54,878",cycles,-40.23%
,3.232523133,"56,67,48,892",instructions                     #    1.64  insn per cycle,-50.87%
,3.307699993,"55,81,162",branch-misses,-74.64%
,3.307699993,"2,57,707",cache-misses,-79.96%
,3.307699993,"4,92,882",L1-dcache-load-misses,-74.64%
,3.307699993,"13,361",L1-icache-load-misses,-69.32%
,3.307699993,"50,384",dTLB-load-misses,-68.08%
,3.307699993,"3,572",dTLB-store-misses,-68.08%
,3.307699993,172,iTLB-load-misses,-35.99%
,3.307699993,"59,728",LLC-load-misses,-41.31%
,3.307699993,"60,276",LLC-store-misses,-42.57%
,3.307699993,"55,74,011",branch-load-misses,-53.21%
,3.307699993,"34,46,60,282",cycles,-63.85%
,3.307699993,"56,86,02,827",instructions                     #    1.65  insn per cycle,-69.33%
,3.382873064,"56,12,748",branch-misses,-57.43%
,3.382873064,"2,57,089",cache-misses,-68.07%
,3.382873064,"5,01,963",L1-dcache-load-misses,-69.02%
,3.382873064,"12,889",L1-icache-load-misses,-74.34%
,3.382873064,"50,361",dTLB-load-misses,-79.66%
,3.382873064,"2,634",dTLB-store-misses,-84.04%
,3.382873064,140,iTLB-load-misses,-36.30%
,3.382873064,"60,392",LLC-load-misses,-30.98%
,3.382873064,"58,696",LLC-store-misses,-25.66%
,3.382873064,"56,10,739",branch-load-misses,-30.99%
,3.382873064,"34,46,27,536",cycles,-36.31%
,3.382873064,"56,81,89,600",instructions                     #    1.65  insn per cycle,-46.79%
,3.458054543,"56,12,767",branch-misses,-78.72%
,3.458054543,"2,57,798",cache-misses,-84.04%
,3.458054543,"4,95,212",L1-dcache-load-misses,-83.09%
,3.458054543,"13,204",L1-icache-load-misses,-77.77%
,3.458054543,"51,918",dTLB-load-misses,-72.45%
,3.458054543,"2,817",dTLB-store-misses,-68.08%
,3.458054543,206,iTLB-load-misses,-27.55%
,3.458054543,"61,308",LLC-load-misses,-32.87%
,3.458054543,"59,503",LLC-store-misses,-38.18%
,3.458054543,"56,13,573",branch-load-misses,-48.82%
,3.458054543,"34,46,19,990",cycles,-59.46%
,3.458054543,"56,76,41,576",instructions                     #    1.65  insn per cycle,-70.10%
,3.533223742,"54,94,729",branch-misses,-57.43%
,3.533223742,"2,66,928",cache-misses,-68.07%
,3.533223742,"4,87,383",L1-dcache-load-misses,-68.07%
,3.533223742,"13,944",L1-icache-load-misses,-68.07%
,3.533223742,"52,861",dTLB-load-misses,-71.21%
,3.533223742,"2,408",dTLB-store-misses,-76.53%
,3.533223742,136,iTLB-load-misses,-42.57%
,3.533223742,"64,399",LLC-load-misses,-39.43%
,3.533223742,"60,068",LLC-store-misses,-34.11%
,3.533223742,"54,77,213",branch-load-misses,-39.44%
,3.533223742,"34,41,17,069",cycles,-44.76%
,3.533223742,"56,22,70,729",instructions                     #    1.63  insn per cycle,-50.08%
,3.608398213,"55,43,998",branch-misses,-72.32%
,3.608398213,"2,80,414",cache-misses,-82.96%
,3.608398213,"4,90,352",L1-dcache-load-misses,-84.04%
,3.608398213,"15,206",L1-icache-load-misses,-84.04%
,3.608398213,"49,656",dTLB-load-misses,-80.90%
,3.608398213,"2,670",dTLB-store-misses,-75.58%
,3.608398213,117,iTLB-load-misses,-21.29%
,3.608398213,"70,760",LLC-load-misses,-24.42%
,3.608398213,"58,697",LLC-store-misses,-29.74%
,3.608398213,"55,56,575",branch-load-misses,-40.38%
,3.608398213,"34,43,91,993",cycles,-51.02%
,3.608398213,"56,36,01,409",instructions                     #    1.64  insn per cycle,-61.66%
,3.683582724,"56,01,238",branch-misses,-63.83%
,3.683582724,"2,54,137",cache-misses,-69.16%
,3.683582724,"4,88,838",L1-dcache-load-misses,-68.08%
,3.683582724,"12,281",L1-icache-load-misses,-68.08%
,3.683582724,"49,462",dTLB-load-misses,-68.08%
,3.683582724,"2,347",dTLB-store-misses,-68.08%
,3.683582724,122,iTLB-load-misses,-42.56%
,3.683582724,"60,448",LLC-load-misses,-42.56%
,3.683582724,"59,313",LLC-store-misses,-42.56%
,3.683582724,"56,00,907",branch-load-misses,-47.89%
,3.683582724,"34,46,58,568",cycles,-53.21%
,3.683582724,"56,85,81,341",instructions                     #    1.65  insn per cycle,-58.53%
,3.758755059,"55,78,894",branch-misses,-63.86%
,3.758755059,"2,63,304",cache-misses,-74.50%
,3.758755059,"4,94,880",L1-dcache-load-misses,-79.82%
,3.758755059,"20,943",L1-icache-load-misses,-84.04%
,3.758755059,"51,780",dTLB-load-misses,-84.04%
,3.758755059,"1,713",dTLB-store-misses,-84.04%
,3.758755059,243,iTLB-load-misses,-25.51%
,3.758755059,"61,677",LLC-load-misses,-21.29%
,3.758755059,"59,038",LLC-store-misses,-21.29%
,3.758755059,"55,49,045",branch-load-misses,-31.91%
,3.758755059,"34,44,87,129",cycles,-42.56%
,3.758755059,"56,42,46,994",instructions                     #    1.64  insn per cycle,-53.20%
,3.833925521,"55,81,298",branch-misses,-72.28%
,3.833925521,"2,72,766",cache-misses,-77.61%
,3.833925521,"5,00,021",L1-dcache-load-misses,-72.29%
,3.833925521,"15,819",L1-icache-load-misses,-68.07%
,3.833925521,"53,241",dTLB-load-misses,-68.07%
,3.833925521,"2,331",dTLB-store-misses,-68.07%
,3.833925521,258,iTLB-load-misses,-38.35%
,3.833925521,"64,239",LLC-load-misses,-42.57%
,3.833925521,"58,957",LLC-store-misses,-42.57%
,3.833925521,"55,85,005",branch-load-misses,-53.21%
,3.833925521,"34,43,74,280",cycles,-61.65%
,3.833925521,"56,55,92,754",instructions                     #    1.64  insn per cycle,-66.98%
,3.909115309,"55,33,119",branch-misses,-57.44%
,3.909115309,"2,65,803",cache-misses,-68.08%
,3.909115309,"4,94,553",L1-dcache-load-misses,-71.37%
,3.909115309,"12,727",L1-icache-load-misses,-76.68%
,3.909115309,"52,961",dTLB-load-misses,-82.00%
,3.909115309,"2,341",dTLB-store-misses,-84.04%
,3.909115309,161,iTLB-load-misses,-33.96%
,3.909115309,"65,598",LLC-load-misses,-28.64%
,3.909115309,"59,804",LLC-store-misses,-23.32%
,3.909115309,"55,07,108",branch-load-misses,-28.64%
,3.909115309,"34,46,78,691",cycles,-36.16%
,3.909115309,"56,67,35,932",instructions                     #    1.64  insn per cycle,-46.80%
#,time,counts unit,events,
,3.98429191,"55,90,094",branch-misses,-78.72%
,3.98429191,"2,74,886",cache-misses,-84.04%
,3.98429191,"4,94,795",L1-dcache-load-misses,-80.75%
,3.98429191,"14,890",L1-icache-load-misses,-75.43%
,3.98429191,"50,918",dTLB-load-misses,-70.11%
,3.98429191,"2,406",dTLB-store-misses,-68.08%
,3.98429191,123,iTLB-load-misses,-29.88%
,3.98429191,"66,593",LLC-load-misses,-35.20%
,3.98429191,"59,680",LLC-store-misses,-40.52%
,3.98429191,"55,92,874",branch-load-misses,-51.16%
,3.98429191,"34,41,38,305",cycles,-61.81%
,3.98429191,"56,50,57,913",instructions                     #    1.64  insn per cycle,-72.45%
,4.0594716,"57,43,411",branch-misses,-57.43%
,4.0594716,"1,37,654",cache-misses,-68.07%
,4.0594716,"3,14,428",L1-dcache-load-misses,-68.07%
,4.0594716,"14,004",L1-icache-load-misses,-68.23%
,4.0594716,"21,820",dTLB-load-misses,-73.56%
,4.0594716,"2,455",dTLB-store-misses,-78.88%
,4.0594716,141,iTLB-load-misses,-42.41%
,4.0594716,"30,347",LLC-load-misses,-37.09%
,4.0594716,"52,964",LLC-store-misses,-31.77%
,4.0594716,"57,84,280",branch-load-misses,-37.09%
,4.0594716,"34,43,52,503",cycles,-42.41%
,4.0594716,"59,49,24,159",instructions                     #    1.73  insn per cycle,-47.74%
,4.134654546,"56,37,311",branch-misses,-74.64%
,4.134654546,"3,61,157",cache-misses,-84.04%
,4.134654546,"7,51,564",L1-dcache-load-misses,-84.04%
,4.134654546,"12,869",L1-icache-load-misses,-83.89%
,4.134654546,"1,07,862",dTLB-load-misses,-78.57%
,4.134654546,"2,535",dTLB-store-misses,-73.25%
,4.134654546,149,iTLB-load-misses,-21.43%
,4.134654546,"21,203",LLC-load-misses,-26.75%
,4.134654546,"53,176",LLC-store-misses,-32.07%
,4.134654546,"56,30,082",branch-load-misses,-42.71%
,4.134654546,"34,45,59,069",cycles,-53.35%
,4.134654546,"54,90,33,152",instructions                     #    1.59  insn per cycle,-63.99%
,4.209824308,"52,50,833",branch-misses,-61.50%
,4.209824308,"6,48,465",cache-misses,-68.07%
,4.209824308,"13,90,344",L1-dcache-load-misses,-68.07%
,4.209824308,"13,854",L1-icache-load-misses,-68.08%
,4.209824308,"2,16,898",dTLB-load-misses,-68.08%
,4.209824308,"2,747",dTLB-store-misses,-70.42%
,4.209824308,246,iTLB-load-misses,-42.57%
,4.209824308,"2,19,408",LLC-load-misses,-42.57%
,4.209824308,"69,815",LLC-store-misses,-40.23%
,4.209824308,"51,97,379",branch-load-misses,-45.55%
,4.209824308,"34,43,46,410",cycles,-50.88%
,4.209824308,"50,70,19,059",instructions                     #    1.47  insn per cycle,-56.20%
,4.285021004,"53,55,235",branch-misses,-66.18%
,4.285021004,"6,06,627",cache-misses,-76.81%
,4.285021004,"13,72,076",L1-dcache-load-misses,-82.13%
,4.285021004,"14,344",L1-icache-load-misses,-84.04%
,4.285021004,"2,32,413",dTLB-load-misses,-84.04%
,4.285021004,"2,744",dTLB-store-misses,-81.71%
,4.285021004,224,iTLB-load-misses,-23.19%
,4.285021004,"1,82,057",LLC-load-misses,-21.28%
,4.285021004,"78,169",LLC-store-misses,-23.61%
,4.285021004,"54,66,030",branch-load-misses,-34.25%
,4.285021004,"34,46,03,702",cycles,-44.89%
,4.285021004,"51,48,33,838",instructions                     #    1.49  insn per cycle,-55.52%
,4.360185215,"36,15,453",branch-misses,-69.97%
,4.360185215,"21,56,623",cache-misses,-75.30%
,4.360185215,"35,56,272",L1-dcache-load-misses,-69.98%
,4.360185215,"34,906",L1-icache-load-misses,-68.07%
,4.360185215,"96,941",dTLB-load-misses,-68.08%
,4.360185215,"2,74,608",dTLB-store-misses,-68.07%
,4.360185215,396,iTLB-load-misses,-40.65%
,4.360185215,"1,78,779",LLC-load-misses,-42.57%
,4.360185215,"18,85,798",LLC-store-misses,-42.57%
,4.360185215,"29,68,441",branch-load-misses,-53.21%
,4.360185215,"34,41,43,618",cycles,-59.35%
,4.360185215,"39,07,00,199",instructions                     #    1.14  insn per cycle,-64.67%
,4.435373742,"1,43,475",branch-misses,-57.72%
,4.435373742,"31,42,234",cache-misses,-68.36%
,4.435373742,"51,82,407",L1-dcache-load-misses,-73.68%
,4.435373742,"49,036",L1-icache-load-misses,-79.01%
,4.435373742,"28,071",dTLB-load-misses,-84.05%
,4.435373742,"7,29,285",dTLB-store-misses,-84.05%
,4.435373742,44,iTLB-load-misses,-31.63%
,4.435373742,"1,27,228",LLC-load-misses,-26.31%
,4.435373742,"35,17,847",LLC-store-misses,-21.27%
,4.435373742,"1,04,237",branch-load-misses,-26.59%
,4.435373742,"34,44,00,482",cycles,-36.42%
,4.435373742,"63,62,29,255",instructions                     #    1.85  insn per cycle,-47.06%
,4.510552704,"3,07,613",branch-misses,-78.43%
,4.510552704,"1,47,881",cache-misses,-83.75%
,4.510552704,"6,21,632",L1-dcache-load-misses,-78.43%
,4.510552704,"8,138",L1-icache-load-misses,-73.11%
,4.510552704,82,dTLB-load-misses,-68.07%
,4.510552704,127,dTLB-store-misses,-68.08%
,4.510552704,24,iTLB-load-misses,-32.21%
,4.510552704,250,LLC-load-misses,-37.53%
,4.510552704,2,LLC-store-misses,-42.57%
,4.510552704,"3,07,819",branch-load-misses,-53.21%
,4.510552704,"34,45,48,186",cycles,-63.85%
,4.510552704,"1,27,59,46,991",instructions                     #    3.70  insn per cycle,-73.12%
,4.585704049,"3,05,396",branch-misses,-57.42%
,4.585704049,"1,48,208",cache-misses,-68.06%
,4.585704049,"6,22,415",L1-dcache-load-misses,-68.06%
,4.585704049,"6,437",L1-icache-load-misses,-70.58%
,4.585704049,28,dTLB-load-misses,-75.90%
,4.585704049,89,dTLB-store-misses,-81.22%
,4.585704049,67,iTLB-load-misses,-40.07%
,4.585704049,353,LLC-load-misses,-34.75%
,4.585704049,3,LLC-store-misses,-29.43%
,4.585704049,"3,04,508",branch-load-misses,-34.75%
,4.585704049,"34,42,76,566",cycles,-40.08%
,4.585704049,"1,27,84,19,918",instructions                     #    3.71  insn per cycle,-46.77%
,4.660857399,"3,04,427",branch-misses,-77.03%
,4.660857399,"1,47,569",cache-misses,-84.03%
,4.660857399,"6,22,600",L1-dcache-load-misses,-84.03%
,4.660857399,"6,171",L1-icache-load-misses,-81.52%
,4.660857399,31,dTLB-load-misses,-76.20%
,4.660857399,101,dTLB-store-misses,-70.88%
,4.660857399,25,iTLB-load-misses,-23.80%
,4.660857399,216,LLC-load-misses,-29.12%
,4.660857399,2,LLC-store-misses,-34.44%
,4.660857399,"3,05,484",branch-load-misses,-45.08%
,4.660857399,"34,45,04,594",cycles,-55.73%
,4.660857399,"1,27,91,13,850",instructions                     #    3.71  insn per cycle,-66.37%
,4.736012764,"3,04,880",branch-misses,-59.10%
,4.736012764,"1,48,071",cache-misses,-68.06%
,4.736012764,"6,22,548",L1-dcache-load-misses,-68.06%
,4.736012764,"8,026",L1-icache-load-misses,-68.06%
,4.736012764,48,dTLB-load-misses,-68.06%
,4.736012764,76,dTLB-store-misses,-72.82%
,4.736012764,30,iTLB-load-misses,-42.58%
,4.736012764,436,LLC-load-misses,-42.58%
,4.736012764,2,LLC-store-misses,-37.82%
,4.736012764,"3,04,832",branch-load-misses,-43.15%
,4.736012764,"34,42,09,218",cycles,-48.47%
,4.736012764,"1,27,70,84,150",instructions                     #    3.71  insn per cycle,-53.79%
,4.81116811,"3,03,363",branch-misses,-68.62%
,4.81116811,"1,47,871",cache-misses,-79.27%
,4.81116811,"6,20,897",L1-dcache-load-misses,-84.03%
,4.81116811,"6,538",L1-icache-load-misses,-84.04%
,4.81116811,44,dTLB-load-misses,-84.04%
,4.81116811,92,dTLB-store-misses,-79.29%
,4.81116811,61,iTLB-load-misses,-21.28%
,4.81116811,742,LLC-load-misses,-21.28%
,4.81116811,7,LLC-store-misses,-26.04%
,4.81116811,"3,06,588",branch-load-misses,-36.68%
,4.81116811,"34,42,12,415",cycles,-47.32%
,4.81116811,"1,27,50,46,169",instructions                     #    3.70  insn per cycle,-57.97%
,4.857448279,"1,19,065",branch-misses,-69.24%
,4.857448279,"13,62,619",cache-misses,-77.96%
,4.857448279,"20,96,160",L1-dcache-load-misses,-74.03%
,4.857448279,"33,000",L1-icache-load-misses,-74.03%
,4.857448279,553,dTLB-load-misses,-74.03%
,4.857448279,49,dTLB-store-misses,-74.03%
,4.857448279,14,iTLB-load-misses,-34.63%
,4.857448279,303,LLC-load-misses,-34.63%
,4.857448279,"3,337",LLC-store-misses,-34.63%
,4.857448279,"1,55,696",branch-load-misses,-43.30%
,4.857448279,"21,16,61,624",cycles,-52.02%
,4.857448279,"69,91,55,627",instructions                     #    3.30  insn per cycle,-60.61%
