,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,cycles,instructions
0,337484,1465177,2762188,544087,11453,148827,11837,26387,1647216,395229,130904144,215413779
1,434014,2253570,4075286,1094485,23211,157940,6262,125096,925627,325693,223045257,438019473
2,394562,29024,14038420,941807,1201,5828,1170,5074,448,390595,232260778,714482117
3,388194,28571,14360913,977401,1193,311,648,5055,183,381357,232267098,716021237
4,413564,30574,14261278,976949,1439,349,531,6011,145,414647,232108324,713442181
5,373717,190079,10475828,655255,3140,6151,849,9549,26113,407816,232207764,686296835
6,458923,1711952,11506047,132896,10318,34999,1003,92644,324797,452896,227449174,628648490
7,577741,2247416,10552401,31180,10405,17628,1022,108109,158228,591712,227773875,648548862
8,424273,1320008,6992561,60661,10234,31749,1066,11081,36421,378203,230310087,481011834
9,269660,963594,3076901,499965,2825,13351,961,101223,189967,336311,228416141,501071986
10,472496,2044475,10185272,31587,9290,20447,719,107860,308380,462607,229319762,689812261
11,553375,1481315,8862174,22854,9728,16136,770,72084,211265,561998,230275217,491914429
12,580609,188052,3571748,53749,6194,18800,2687,100157,103898,426351,231724562,319427859
13,335752,947711,4115586,45027,3278,9749,1933,17114,98945,344477,228966463,501877292
14,462840,1692762,8960435,27693,10331,18075,1279,82680,251944,439951,228384581,609549282
15,529578,1293134,7567514,23692,7461,15660,1172,84609,90836,409500,228564192,452847356
16,508156,805428,3961097,59616,1562,1369,155,74431,262308,523732,229396422,410938475
17,212666,613818,3430134,449432,5089,12687,91,2467,56904,126455,228855386,466517292
18,466909,1835189,10271526,33246,11963,21211,997,30080,122111,468941,228743886,666686746
19,480931,1645115,9051133,27268,8656,13725,571,33962,119285,516980,227916147,616789227
20,638643,272063,3210920,31239,941,4432,386,2413,25196,508299,232225360,299730237
21,226107,400327,2083413,81246,8475,19968,1910,29844,72740,216733,231554044,466364520
22,458802,1991989,10581571,63530,7471,16616,822,120779,269962,412426,227207799,594076217
23,445496,1751527,8249620,23954,5668,12543,843,109517,162336,528848,227156086,488055424
24,634259,978622,5442289,26877,5436,12860,202,907,20285,670714,230669136,384022105
25,402059,669024,3143238,62599,7763,15969,524,2244,531,324582,232296927,417557026
26,417044,1481427,6390576,431782,6539,17620,1446,115980,175940,673431,227596621,576337181
27,400621,1476541,8388104,27988,9919,14981,390,2382,68281,377139,230021350,513947211
28,561060,1208747,6925250,19267,5271,8049,688,83236,205879,408870,228911602,403753068
29,507066,884287,3752820,62706,6963,17456,539,5587,56570,622165,227897220,415009928
30,254232,796754,3619892,562215,3055,12891,674,41516,141432,224648,231232630,526867164
31,493661,1996741,9141466,28613,9010,21096,723,113387,229564,454120,226698263,653576188
32,550314,1550864,9086631,22000,9271,16260,676,72178,181987,534174,230461587,503758730
33,546296,84184,2689685,30283,923,3695,1735,4438,159,667920,232269893,305896610
34,241435,928868,2697373,534309,1544,3328,1296,167818,373989,256033,227314472,471438745
35,463504,1911734,9265001,39509,6720,14918,749,93988,247283,449030,228593152,565378391
36,479843,1732568,9261417,30035,8576,10097,986,81250,132409,538811,227056868,576420269
37,711715,570876,4099543,29318,2961,10945,406,2184,31448,455923,232137650,229464214
38,313902,187337,1368019,49436,4823,17657,4104,115824,79057,288829,230208778,411361867
39,537608,1872961,8400407,59612,5368,17861,1632,102845,215873,473166,226412918,541216156
40,360853,1518238,6879006,23907,6005,12004,941,106991,177322,378564,229877808,405961440
41,617601,1318399,6736356,20309,5859,14700,454,45204,71796,708539,229059638,416698894
42,729792,465381,3958611,64555,6889,18301,1524,18887,132,605667,232222307,403690379
43,245682,500498,5098131,163017,3525,8518,1877,21843,85259,264371,229460449,520573443
44,466157,2120815,9324224,31440,6070,13800,888,98666,266081,481405,227434773,570170242
45,471190,1652487,8954669,25469,9139,10383,987,68190,106743,525341,227909596,571238863
46,705489,300481,3369910,23271,1355,9739,204,1767,22546,481502,232259063,245806514
47,302255,291532,1205234,47751,3505,8855,4558,196387,142922,257677,229617483,419758252
48,500501,1761182,8312995,62818,4897,17706,1257,97520,236354,432822,227794968,522548044
49,373151,1351576,7037624,22290,5834,11626,881,93883,165283,455165,229241607,428449111
50,601633,1300248,7183527,20301,6443,13196,293,45412,72996,618947,229816604,421909523
51,724530,306132,3047959,60428,6149,18586,1434,80406,81662,533389,229364813,369998101
52,359674,1015617,4437123,55292,3060,9630,1656,21308,124719,342076,229089771,500357804
53,447188,1730144,8313946,23502,8392,17594,1156,138079,200014,447779,228300385,524182074
54,411206,1496067,7542299,23419,7342,14841,695,83372,104645,495391,228154163,472064602
55,799985,304955,2970138,26541,1146,4442,468,4416,19297,723209,231959620,267327220
56,239667,138149,1214980,49450,5447,15833,1837,113415,112715,105816,229351403,424951590
57,484789,1582913,8183906,53586,6570,19644,1591,87239,198370,448789,228559243,507014427
58,386349,1585287,7114990,22906,6775,14174,960,97913,193906,444681,229018881,422404307
59,726762,1115709,6776264,21741,5945,12826,341,32303,31995,660142,229717214,385038746
60,523694,303535,2312056,61238,5466,19064,2320,99563,72585,472849,230066730,381701633
61,366873,1066934,5033850,52369,2984,8699,1461,26383,146031,337044,229518058,506741180
62,415814,1739665,7657323,23045,5321,17206,1066,139726,221285,434045,228327699,499001246
63,430770,1552042,8178051,25214,7485,12678,787,49802,126790,525847,228443789,531505394
64,661477,240411,2843750,27922,1183,5808,612,1891,10388,512924,232234720,257062452
65,225392,658481,1429586,33080,2753,9911,1363,226189,469624,172464,228140193,435585134
66,408131,1405134,9644713,608795,8764,24955,1205,59943,213727,394084,229356926,605158273
67,436902,1592829,7998569,25899,5475,9559,472,59381,182260,389922,228769670,536182157
68,591380,1356915,7023273,23438,6882,8672,1071,118223,369159,583924,228747262,441384535
69,712108,220482,2774954,37045,237,1458,218,4028,30113,748645,231892109,372596701
70,179800,941772,2852928,471711,7171,17241,134,2379,483,125565,228545518,464089100
71,471713,2032809,9040488,32412,7908,18308,892,127708,308389,496753,229606408,621911501
72,395170,1630713,9265446,27854,10105,13968,581,24271,17193,306302,229936489,455450184
73,736503,751555,4533235,25472,1743,6275,359,51565,118806,788337,229962095,343370448
74,514716,873900,3475776,66367,7253,17044,460,2544,356,492318,232245665,413672221
75,343672,1300969,4985259,425847,5085,12600,1720,118065,266144,462404,229379818,558352349
76,303921,1161802,7579580,26960,9198,16553,799,20103,50144,265430,230532066,386328872
77,447254,1367002,7121954,23013,7055,15214,1073,97309,20644,482700,227979589,467872637
78,765409,213874,2841837,34648,1017,3627,424,1285,8335,827044,232042341,314469374
79,230858,351971,1935392,131842,7233,19273,2140,24948,5658,91433,232091420,447819862
80,495700,1623844,8057974,38889,9060,24220,815,84258,159679,493583,228827455,516038753
81,364581,1322382,6715595,23733,6293,11932,984,88178,137944,383780,229299339,369667770
82,730692,979899,5716915,23576,4981,12909,127,28573,19704,768469,229730025,370416029
83,515109,166975,2264894,63105,6386,18603,1297,67311,61371,465626,230543908,390272182
84,394075,1136465,5456030,45320,2977,8569,1307,27182,167953,411496,228904145,506667376
85,402284,1579824,7298544,22538,7170,17247,1124,128030,182643,411898,228584690,475237222
86,445735,1549062,8248674,23514,7028,12336,536,48921,125279,550890,228115630,550067617
87,698332,261135,2816193,30463,1183,5805,544,4744,33195,540918,231651769,266728944
88,219165,687821,1482535,37104,2822,8653,1196,213276,434539,199746,227197274,446385919
89,427747,1492642,9696087,611003,8812,24438,990,60076,230466,394585,229033149,603861799
90,427386,1629524,8096762,22815,5475,8802,328,72682,178084,357352,229582477,522550002
91,613834,1362406,6878767,21065,6624,8594,996,110363,396798,537873,229001189,438417179
92,713641,213726,2785293,42037,274,1404,206,4514,30513,747206,231461900,363912131
93,170465,972004,2729147,486354,7197,17365,539,17856,615,94237,229326406,470903468
94,468038,2001558,9048543,32699,8092,17909,583,116673,331952,499402,228898410,615889593
95,397666,1512659,8747289,30747,10367,14081,806,30028,28454,280244,229463392,428693729
96,752967,755301,4715072,25069,1953,10018,250,43422,76179,805716,230103271,341028339
97,535292,700251,3455661,67589,7543,17639,478,1791,379,472524,231798721,409227140
98,361049,1232574,5259624,416389,5066,15315,1767,111385,130484,491326,228933319,550559133
99,313918,1136304,6761637,25099,8811,17078,914,24928,104213,248545,230505954,391727873
100,415117,1508269,7306407,23385,6376,15030,811,123144,42867,517789,227014827,475756341
101,748444,230777,2769086,32257,941,3965,538,1327,8127,635548,232273218,306951298
102,204575,290472,1627420,46777,6894,19141,1710,63846,100448,81681,231888534,448080139
103,507327,1741871,7856625,43915,8601,23974,1459,35626,171403,529326,228524154,505318780
104,376356,1452312,6926993,22973,5283,11526,994,83794,184781,454811,228665880,401522519
105,773534,989724,5964612,25676,5658,12578,32,10726,19849,804691,230311025,356438239
106,519456,349153,2112516,60479,4350,13765,2580,97600,86755,478808,230370077,393251985
107,384510,1102115,5261713,56209,2917,8095,1038,27113,167955,361610,228592268,511733761
108,411935,1905112,7727051,24659,5323,16538,985,129299,320792,459717,227956872,490321739
109,502527,1502048,8422552,23589,7767,12308,444,33669,111735,616669,228172235,576693088
110,674482,173293,2852514,27169,951,5494,819,1996,23141,587239,232218236,279221777
111,208650,822583,1580603,35483,1346,4709,1464,204058,418230,209867,225228931,445205214
112,426763,1530128,9771045,602807,7953,23329,1320,64034,247626,374684,229241780,603210638
113,420156,1601140,8317908,24161,6686,8800,199,55097,181871,348214,229973041,501913922
114,626512,1335751,6794280,18990,6392,8654,1151,104421,396201,465729,229728830,444741556
115,708330,240958,2900477,39750,468,1335,116,3527,29488,738443,231894410,375342664
116,156645,947291,2577714,486039,7844,17461,767,79921,484,66301,227902486,461849510
117,475698,2006485,9193356,30334,6813,17501,562,89678,335705,508616,228984501,624105480
118,404101,1591280,9136813,27703,10413,14610,655,37282,22186,321508,228825518,431866749
119,756717,671750,4307586,32319,2058,8831,198,51343,98364,817621,229588787,322331916
120,508921,743440,3362080,66902,7776,18213,218,1945,343,452036,232199250,413534571
121,365365,1314892,5664684,428494,5243,14940,1796,123540,145483,516902,228999144,558397741
122,297631,1103922,6550607,25723,8901,16669,738,21469,68856,247089,230548564,381698913
123,425854,1497724,7490814,24056,6671,15120,782,85179,23061,564261,227613487,501772922
124,763815,219873,2782919,37923,1134,3827,318,1606,8948,758421,231543759,313311492
125,220469,380667,1676118,48898,7247,19486,2029,48825,108410,158511,231246197,455801577
126,489873,1720752,7947382,41162,8398,23570,1133,49190,178774,507638,228709980,509117243
127,387725,1484207,7131104,23909,5851,11553,1001,84333,168541,463242,229522811,417999812
128,770568,947196,5500678,22690,5373,12536,329,4348,16920,823112,230063009,334586848
129,518315,323790,2036619,59684,4447,14106,2408,97534,81002,477381,230086319,396408550
130,402019,1146008,5424815,51888,2950,8209,806,26978,176683,390553,228590953,514627728
131,404018,1854947,7563525,28718,5447,17005,1062,129700,318191,460556,228411356,480726850
132,566076,1496137,8526421,28215,7984,12418,604,31354,100768,697894,228107004,576715069
133,691030,194666,2793549,27764,1314,6047,1316,2270,29733,612771,232220992,281773145
134,194523,876922,1766294,33667,1092,1910,1156,171507,396896,211457,226035882,450666401
135,437833,1574206,9757657,549096,7686,20479,1386,69883,235501,386906,228884961,605875814
136,410702,1561938,8450704,23365,6774,8787,173,55672,166425,345720,229817855,490413284
137,563009,1355100,6896463,23185,6278,9999,866,107247,233031,339933,228992768,442390465
138,704081,291738,2914382,41074,1258,1120,291,2909,33929,748775,231991574,372099878
139,408117,847615,12360916,752098,5740,14071,526,5375,330,397551,230096739,666035604
140,334846,25648,13889174,883731,619,284,172,5460,144,339722,232267268,694962735
141,345700,27180,13630291,860975,1220,179,37,5044,114,341278,232077843,680812317
142,357402,29445,14032519,900367,668,197,32,5458,169,356906,232134124,704111452
143,221019,247610,3359848,155353,3498,7978,1344,43963,90828,276232,230764807,474966661
144,470238,1858411,7782666,34409,7345,19251,1328,100309,187775,458162,228078498,489100774
145,418844,1534575,7935898,23690,7376,13064,815,94803,142289,488947,228346570,482467215
146,810592,787761,4563616,22502,3241,9446,234,1858,13461,845227,231351086,276506441
147,442850,289749,1740539,53221,4154,11461,2718,114325,49450,438375,229572999,408222559
148,450601,1513817,6043869,536052,3519,7534,341,54741,199601,370743,230416138,525693717
149,392080,1391592,7650506,24773,4862,8533,767,102564,182022,519347,227970478,519826499
150,622169,1473294,8932255,26067,11031,12590,504,38879,65554,628349,229375319,539022561
151,781886,125693,2669503,29237,956,3748,1574,2880,22695,740183,232219736,298010215
152,194217,863620,1666243,387497,1778,828,998,145803,251341,227885,227389087,460909110
153,480643,1597593,8553752,158512,6862,13506,886,97483,159865,402159,228191441,605830386
154,486121,1729062,9448065,24313,8193,11293,755,85286,185310,488646,228397576,651136766
155,574340,831994,5432620,18419,6100,9847,1208,30785,92597,508899,231533544,299920456
156,528923,738257,3106300,56589,5544,5269,978,31015,167823,586335,227932179,397608282
157,237620,763572,3299831,567071,2784,8697,954,42839,134471,233279,230519813,505473829
158,460102,2030517,9875210,31133,8295,14397,418,109243,226888,360432,229373050,636976898
159,364202,1533790,7878324,26229,8792,10351,705,53971,109907,328290,229509577,443827354
160,867851,353028,2884166,32128,867,2849,170,3657,102244,773310,230754030,311508365
161,376370,771212,2503634,53853,6849,9625,297,2971,333,386791,231301458,430017562
162,401896,1357478,7884466,587114,6043,12911,2654,112982,93792,361913,225103270,578933476
163,356170,1365167,6487322,20469,4451,10547,997,105204,199734,405974,229385459,417562970
164,621724,1652311,8992484,27816,8286,10202,434,38718,98303,675983,228258997,551612036
165,789317,195699,2692788,32713,804,3688,1001,2554,187,603123,232277800,293131161
166,155010,738066,1093139,517471,3475,8216,1703,165049,282631,175725,228718055,456494782
167,513324,1705425,8723379,53286,5727,12623,808,121843,252128,499054,228968370,540228017
168,453390,1706151,8782069,23431,7118,8849,704,74813,215260,496353,227703593,598186718
169,804425,742963,5739007,19584,5264,9090,1092,2853,20149,861407,231568777,272976337
170,510307,721523,3016472,43704,2920,887,1927,119037,231164,526818,227858348,407944808
171,303717,590040,4301153,543446,3669,8826,545,7654,2231,178562,231617698,541068944
172,466153,1821419,9005936,27396,8956,13212,808,92095,298326,481384,227269483,648201169
173,477313,1562965,8618036,23235,8354,9995,688,85728,218208,435093,229583888,486736500
174,736262,283157,2634262,29594,850,4120,1582,6242,52435,741299,231473131,337938888
175,309376,804209,2285441,48943,6819,8562,195,2803,21162,352550,229223022,432696455
176,396072,1757423,7861203,466861,5841,13813,917,80616,246248,478367,229817475,622358080
177,406289,1547740,8749646,26836,7754,10737,122,64595,167777,356812,229672649,507249467
178,522911,1131059,6237922,18852,5691,8534,549,67943,125944,359127,229986407,345067739
179,727834,885814,3770511,54862,6023,8998,447,4234,29156,858844,231409168,392785316
180,262384,626076,2061253,526788,2123,3529,688,73154,85823,331655,229381029,480653662
181,376165,1779308,9301379,31008,8844,14796,468,1946,203882,391257,228922795,565905671
182,395128,1374225,7715332,24458,9540,12943,750,63779,34584,368127,229902433,401249102
183,733087,385706,3189698,24062,1344,6681,132,1076,16181,1029860,231662807,281096945
184,432647,291911,2596626,52071,6706,9601,1178,2683,420,406624,232217800,417031085
185,380687,942222,7928412,260569,5069,9283,1444,23508,152037,481749,228118798,584443754
186,426847,1670825,8453428,25559,6924,11016,845,141746,178334,502891,228286869,582888064
187,604204,1563606,8829610,23853,8792,12887,646,50910,167277,612581,229187134,524796941
188,685140,145925,2602056,28082,1066,4463,1790,7180,28471,736070,231890719,309193596
189,251187,845446,2107563,42546,3267,1336,211,97867,225555,304595,227939797,443956389
190,443147,1343740,7851542,467676,6694,15567,609,61429,3280,357730,229566087,632752014
191,465366,1789970,9065238,26382,5723,9443,402,104198,289023,449727,228542083,604587280
192,801294,1059222,6059911,16725,6688,9348,590,54524,122066,908184,230669856,304561503
193,574417,859646,3634992,56700,6092,9354,536,6401,25598,633476,229409996,405990564
194,246442,840449,2379210,547280,2396,6283,728,104534,189530,309429,230365377,490920926
195,424981,1829824,9644223,32050,8397,13025,94,49126,222356,392379,230402367,610323396
196,392193,1564104,8429781,26979,8970,13439,655,49474,67204,380669,228285249,455669115
197,811622,311523,3029880,25950,995,3715,257,742,47447,920416,231447200,270719036
198,413773,707227,2728374,53510,6722,9552,576,2812,357,391561,232229216,422346021
199,471595,1510550,6828920,472965,6291,11091,1602,95771,180998,714267,227608456,582952697
200,307239,1065110,5883256,24150,7539,12950,611,24643,98681,233225,230958532,356257450
201,374557,1469282,7645290,20548,6428,11594,535,63542,27717,425355,227336520,463125783
202,860391,230599,2873385,34304,856,3239,972,2722,10652,802683,232270422,343809910
203,248583,272532,2918819,55270,6690,9330,1724,55761,91215,299982,231232920,480653630
204,469246,1934328,7830330,31975,7132,15250,980,117844,184488,435142,227494708,470803070
205,429951,1466283,8068012,25117,6450,10398,901,93551,142562,501320,227869193,512819022
206,769578,968282,4951345,23396,3898,8674,835,2023,33203,625717,231719737,284930554
207,469873,572660,2066540,40984,2655,6396,1495,198600,231259,481678,232794447,422182022
208,391078,919575,6294517,716628,3731,7159,667,64317,225914,362818,229480460,522874395
209,442279,1891865,9837469,26797,7833,13116,286,88806,194263,362034,230264413,628052915
210,398274,1619767,8554875,24135,9443,12133,545,56329,102374,379592,229005023,463980367
211,705462,300713,2831765,27854,954,3099,181,1358,58017,660649,231453701,289844195
212,407693,806431,2691166,55747,6675,9604,368,3236,408,390795,232201438,421012223
213,422910,1590798,6748820,451191,6081,9741,1670,109299,365862,682329,228057031,593069337
214,306919,1116844,6505415,22401,8520,12946,545,17721,61517,257404,231005525,373062069
215,368162,1368077,7473057,20919,6037,11122,626,58888,17260,445263,228830248,458271865
216,859495,228975,2888639,36332,1120,3363,461,2475,8555,1018604,232334372,344450083
217,261273,422035,2904400,50719,6788,10750,2189,32846,94849,321269,231415782,475889249
218,459110,1846387,7626164,28241,7323,15219,1352,80506,193342,454428,228373601,478562008
219,413534,1511231,7811293,21643,6628,11257,861,93742,141644,488342,228960209,484619664
220,802587,891628,4794661,23889,3684,8089,269,1591,17960,760640,231618317,294854527
221,453599,459779,1809567,37436,3452,8528,2339,178377,207153,439661,229834700,407241242
222,445688,1328489,5647655,528590,3488,7226,320,45446,151029,345246,230661574,519541326
223,410289,1531246,7972865,23899,5647,9179,886,78121,185163,524799,227822553,538189373
224,607251,1546743,8943393,24714,9584,11186,540,50797,203670,608827,228778296,524090222
225,784184,129908,2517711,25740,999,4448,1912,4961,361,771284,232217689,307452784
226,221798,842194,2000570,35089,3292,1068,1057,99446,225029,265604,227689133,445130661
227,456978,1464488,8231647,467063,7517,14122,853,55945,88848,372054,228674738,632668191
228,479477,1805600,8944961,24611,6222,11265,607,111328,285927,457915,228778861,606786062
229,816785,982703,5991490,16094,6992,9282,764,54150,118911,927080,230931961,303923345
230,569308,874526,3626682,59450,6165,9655,433,6441,53523,609365,229278124,402592691
231,117476,230450,2660818,584401,1910,3715,1186,29476,36214,126478,229999286,491319353
232,442524,1795003,7793287,50712,7350,15738,1372,76883,183390,426875,227866836,488555737
233,399997,1458719,7578083,20469,6557,11501,999,95425,139277,474871,227974365,466861957
234,793638,954138,5168841,22111,4138,7872,105,1297,11658,806116,231021966,322490635
235,478843,372916,1851900,34903,3678,8595,2639,147248,103163,446201,230016767,409028872
236,414467,1155530,5239306,475564,3274,6759,122,6499,111594,347876,230474175,514934963
237,411540,1637696,8086974,23621,4954,9163,1051,133413,237590,515437,228007133,532386703
238,619133,1523038,8999606,22956,9096,10799,505,55694,202203,644954,228768018,550922784
239,747643,157975,2576700,26910,1019,4082,1861,5026,18749,699734,231882149,299667556
240,231987,882748,2136357,27245,3059,971,1078,99616,232733,282881,227171520,446244077
241,435191,1354321,7874780,461561,6864,13272,797,13596,105237,352342,229396301,621304426
242,481014,1802639,8798298,22154,5701,11555,464,104526,293137,466074,228353185,607534154
243,654703,1068846,6257379,17347,7027,9734,789,60076,122428,656154,230446665,335361989
244,702464,859972,3676729,57273,6286,9347,1114,5796,24646,792494,229315311,396840977
245,218542,594498,1920603,528284,2125,6018,811,117226,42385,285616,230866487,483993117
246,423762,1920381,9539976,29072,8230,13217,148,43543,333698,392598,230294629,601982500
247,383500,1589508,8589682,24653,9291,12889,726,50343,62957,364890,228808810,440135566
248,796975,324887,3300087,27339,1233,4333,53,1029,43062,871568,230997417,294171555
249,437790,732176,2892430,47830,6581,9511,430,2502,310,388949,232236675,414820599
250,456617,1449676,6468768,453766,6045,10766,1591,109975,173120,753549,228368932,571632844
251,290488,949679,5638578,20122,6472,11941,576,26244,105277,241087,230883565,349778531
252,441162,1671181,8086966,22729,7314,12393,530,71312,45228,480280,226832883,507774283
253,813550,236433,2744991,35067,911,4447,387,2399,472,757167,232240212,322284772
254,192704,261046,1833676,49180,5855,9055,1823,78496,104644,227363,230656804,469836067
255,385031,1354907,9787813,177860,7321,12201,1160,10627,148837,478310,228593326,634988397
256,478063,1772673,8883873,20351,6169,9676,613,108275,302864,469932,228328200,608841489
257,601667,1073546,6315409,18188,7187,9814,844,73180,129039,549568,230361521,365925048
258,730938,817943,3655096,53209,5637,9160,843,5465,24061,791573,229840565,400919956
259,180163,447661,1717338,507528,2808,6386,817,50368,28393,222729,231726551,469296100
260,437098,1971778,9410101,27997,7864,12771,453,76095,299753,406171,229545207,593452222
261,393766,1616507,8957975,23583,9410,13264,695,53023,27958,377752,229146937,450242306
262,780296,423275,3447581,23377,1408,5136,9,2699,73169,841737,230654079,288376759
263,473564,721430,3078916,49616,6488,9483,331,2589,300,412470,232238730,414619221
264,438501,1243124,6130908,414475,5813,9859,1923,143748,169231,662673,228178298,556744952
265,303447,1035230,5733296,22317,6494,13124,894,44015,107542,249501,230509733,358833289
266,549355,1666777,7906158,21389,7081,10986,634,76449,49787,733122,226437770,528716837
267,760803,215901,2670361,31152,901,3552,637,2765,259,693341,232201344,296450154
268,142847,260789,884019,37446,5002,8427,2394,87027,98199,123447,229690482,452741712
269,519839,1783731,8104980,51885,5137,13947,916,135242,276792,544938,227205838,505747788
270,427094,1453006,7641632,22968,6003,11166,813,90981,142118,508799,228691496,555267711
271,783045,959484,6447125,18488,5987,9320,833,1476,43781,822979,230595260,328886076
272,549033,798959,3222011,40602,1567,502,2088,122068,245347,518666,228451169,406333332
273,281084,577605,3765770,484882,3166,8281,571,3099,804,133464,230734030,490383927
274,452818,1915767,9440593,24980,8899,13058,653,101559,256925,456512,231705065,657736408
275,401231,1584839,8790626,23396,8129,8762,566,96853,265287,341868,229391344,529159708
276,812440,297033,2542389,24947,748,3113,893,5293,66817,890310,231963650,310811807
277,360842,878340,2624716,46571,6519,9192,272,2803,1180,421301,229578311,427603214
278,336641,1216677,7177690,486692,5009,10734,2127,69676,147530,373834,226259238,554124812
279,353386,1357370,6275821,21363,6789,12886,1240,80270,171774,349224,230093551,411593968
280,439902,1621404,8143639,22045,7117,9948,562,58815,115074,559709,227391603,541532567
281,844905,258741,2800717,29533,929,4329,282,2267,10166,791557,232179557,288519955
282,436041,662330,10177737,618719,2673,6322,2586,184355,314390,405245,228190718,627420572
283,418634,24174,13920893,911346,481,255,1853,5275,125,417860,231803038,700286896
284,454692,26115,13843946,920211,721,208,1303,5276,98,448596,232148358,699369671
285,463523,26587,13952626,948441,453,242,748,5073,191,465064,232159672,700895370
286,250424,141576,4121533,256382,2116,1345,483,2917,216,273180,231135615,554906101
287,390842,1733818,7785795,501258,5854,13859,971,82167,246015,472628,230404806,623106214
288,373560,1468138,8136571,25468,8024,11966,67,45898,151018,322084,229658500,461270255
289,649010,1113886,6903180,18536,5409,7975,629,60128,100652,646722,229057374,360973897
290,728357,626285,3376806,56129,4008,7890,365,2860,3968,777293,231712644,369824200
291,276912,533701,2263440,466381,4894,12309,1125,72982,75565,347699,230359006,468196638
292,417383,1494494,7975666,28818,7984,19499,991,43775,118909,395867,230122878,493353957
293,399410,1660353,7387029,20064,7412,13211,996,89588,141690,464945,228305239,441103647
294,793815,751428,4215315,22779,3344,10897,253,1737,20617,909920,231551854,264203659
295,461968,313987,1758740,53210,4289,14010,2835,104817,96675,449251,230039441,407851320
296,421125,1243052,5409705,558093,3696,8685,198,35301,114626,327308,231137325,522528339
297,416072,1570966,7925975,24731,6120,9219,962,84466,248713,528616,227518358,542750107
298,618538,1575359,8857328,22646,9213,16416,549,54081,181809,635681,228888808,526848362
299,692573,177478,2598508,25528,822,4577,1738,7102,34074,726030,231758748,309393600
300,278997,873451,2292719,54058,5232,9945,133,72343,215904,328254,227025155,433003292
301,386114,1667950,7376717,490080,6503,22542,883,77024,244208,354215,229455761,612330027
302,398371,1595084,8441318,24042,7514,11837,163,57301,150666,338328,229420762,476210739
303,600589,1222569,6823085,19055,5481,7876,778,80653,203635,561033,228971246,389366283
304,697500,434110,3026523,54864,3601,3527,600,2666,57156,739084,231631359,357463959
305,264624,602814,2480874,370615,5913,19934,939,16226,39736,310077,232050444,473023527
306,374653,1517839,9468889,197338,5402,11734,671,115833,237846,361053,226497321,553871751
307,453766,1638195,7819037,22170,5957,9140,839,72413,206222,502526,228451920,623626555
308,598598,1033448,6732020,17589,7534,13508,593,36044,68386,641434,231229872,336294810
309,620653,811953,3520733,57070,6234,11396,1268,4598,49573,598091,229079974,407921578
310,143498,358158,1934068,542473,3326,11974,703,24318,14673,142602,231085894,456023358
311,429139,2037602,9142567,29211,8093,18756,600,87870,285234,389370,229262639,591266549
312,389209,1479641,8877733,24224,9491,12884,596,36829,13075,339587,229660705,440945649
313,768961,589188,3918673,22438,1833,5993,23,29618,134202,814044,230600446,294222349
314,494197,618486,3198899,62490,7879,18796,1127,1818,383,443962,232253417,399634114
315,453468,1179323,5535881,62742,4292,14411,1593,117913,202130,606719,228048599,529684829
316,357044,1307712,6134932,20381,7203,16044,1150,79418,182067,348060,230744232,412131752
317,436866,1606709,7995272,21956,6978,13204,526,64446,123792,591362,227431733,535300762
318,822242,227154,2786561,29018,1042,4470,214,1255,9437,730877,232149492,286058111
319,226231,718988,1443583,33223,2792,8194,1187,205892,431772,210344,226306979,448077276
320,432229,1452588,7724277,511707,5660,18533,432,87728,143683,357802,228823526,549581639
321,462112,1542740,7869660,19549,6708,8625,615,88997,209538,492946,228480647,618619056
322,571767,1029835,6622871,17731,7342,13995,752,44632,102133,510321,230939363,394911610
323,683132,425430,3030810,59165,3160,3669,965,4021,27584,663849,230117115,395155880
324,124919,742398,2210717,508144,5755,18788,505,82935,427,101832,230589214,440051006
325,450165,1950533,8644011,29133,8229,18803,556,55395,261714,464642,229072083,587683826
326,386515,1434985,8358105,23281,9365,13956,751,45514,29598,267573,230657667,392012823
327,727815,834259,4700790,21611,2660,12953,191,36506,42459,805746,229896771,329275732
328,542474,278668,2976573,59623,7723,17752,1182,25981,221,489425,232200091,396232310
329,279704,609841,6181705,199155,3140,6121,1659,25923,151767,392376,229350411,518068558
330,430293,1757444,8532710,28271,8352,17528,780,83126,249828,457932,227573937,655133488
331,477891,1747354,9601643,24551,8066,9180,303,95783,284541,410608,228587673,574792088
332,732583,480870,3058631,21415,2314,6175,508,43940,129970,747425,230787747,303042730
333,550012,912444,3275580,57539,6479,12997,240,2397,148,574859,229132476,411646192
334,305305,1138081,4616844,506914,3482,10380,1203,124705,202383,389780,229150469,558110567
335,321949,1384901,8313759,26509,9916,19239,512,16482,49203,269821,230605636,405084702
336,374895,1338747,6717692,23051,6703,15832,1187,86521,36617,447221,227624202,425818805
337,774417,246557,2898424,27143,1289,5265,110,1280,7276,643723,232230580,288915165
338,285440,113857,1261888,43636,5386,15775,1788,133852,112634,192853,230662328,417979675
339,524170,1811575,8433957,61159,4793,18201,1123,96875,268488,460405,227649856,526447498
340,354187,1263095,6076135,21606,5599,11469,784,104465,116810,532546,228057914,474424951
