#,started on Fri,01-10-2013 01:37,,
,,,,
,29.03281917,"58,95,619",cache-misses,-80.06%
,29.03281917,"77,45,457",L1-dcache-load-misses,-74.74%
,29.03281917,"3,25,459",L1-icache-load-misses,-69.43%
,29.03281917,"5,33,260",dTLB-load-misses,-68.10%
,29.03281917,"2,800",dTLB-store-misses,-68.10%
,29.03281917,"8,436",iTLB-load-misses,-35.88%
,29.03281917,"13,22,725",LLC-load-misses,-41.19%
,29.03281917,"7,605",LLC-store-misses,-42.54%
,29.03281917,"4,12,954",branch-load-misses,-53.17%
,29.03281917,"17,77,77,454",cycles,-63.80%
,29.03281917,"18,90,76,622",instructions              #    1.06  insn per cycle,-69.44%
,29.1080033,"4,47,090",branch-misses,-57.43%
,29.1080033,"60,96,503",cache-misses,-68.07%
,29.1080033,"73,01,195",L1-dcache-load-misses,-68.85%
,29.1080033,"3,06,033",L1-icache-load-misses,-74.17%
,29.1080033,"5,69,261",dTLB-load-misses,-79.49%
,29.1080033,"2,614",dTLB-store-misses,-84.04%
,29.1080033,"8,402",iTLB-load-misses,-36.48%
,29.1080033,"12,82,684",LLC-load-misses,-31.16%
,29.1080033,"5,493",LLC-store-misses,-25.83%
,29.1080033,"4,35,692",branch-load-misses,-31.15%
,29.1080033,"17,98,60,859",cycles,-36.48%
,29.1080033,"19,60,15,177",instructions              #    1.09  insn per cycle,-46.79%
,29.18322863,"4,21,475",branch-misses,-78.73%
,29.18322863,"61,31,100",cache-misses,-84.04%
,29.18322863,"70,46,506",L1-dcache-load-misses,-83.27%
,29.18322863,"2,61,228",L1-icache-load-misses,-77.96%
,29.18322863,"5,05,570",dTLB-load-misses,-72.64%
,29.18322863,"2,698",dTLB-store-misses,-68.10%
,29.18322863,"8,578",iTLB-load-misses,-27.36%
,29.18322863,"13,22,085",LLC-load-misses,-32.67%
,29.18322863,"4,220",LLC-store-misses,-37.98%
,29.18322863,"4,02,700",branch-load-misses,-48.62%
,29.18322863,"17,22,11,325",cycles,-59.25%
,29.18322863,"17,85,60,418",instructions              #    1.04  insn per cycle,-69.88%
,29.25844002,"4,19,691",branch-misses,-57.44%
,29.25844002,"60,65,827",cache-misses,-68.08%
,29.25844002,"70,71,893",L1-dcache-load-misses,-68.08%
,29.25844002,"3,06,433",L1-icache-load-misses,-68.09%
,29.25844002,"5,15,259",dTLB-load-misses,-70.95%
,29.25844002,"2,946",dTLB-store-misses,-76.26%
,29.25844002,"7,954",iTLB-load-misses,-42.55%
,29.25844002,"13,38,795",LLC-load-misses,-39.70%
,29.25844002,"6,242",LLC-store-misses,-34.38%
,29.25844002,"3,96,561",branch-load-misses,-39.70%
,29.25844002,"17,49,43,734",cycles,-45.01%
,29.25844002,"18,29,65,989",instructions              #    1.05  insn per cycle,-50.33%
,29.33365275,"4,38,094",branch-misses,-71.99%
,29.33365275,"62,54,629",cache-misses,-82.63%
,29.33365275,"71,01,020",L1-dcache-load-misses,-84.04%
,29.33365275,"2,80,011",L1-icache-load-misses,-84.04%
,29.33365275,"5,23,157",dTLB-load-misses,-81.20%
,29.33365275,"3,108",dTLB-store-misses,-75.88%
,29.33365275,"7,407",iTLB-load-misses,-21.28%
,29.33365275,"13,47,743",LLC-load-misses,-24.12%
,29.33365275,"3,784",LLC-store-misses,-29.43%
,29.33365275,"4,46,021",branch-load-misses,-40.07%
,29.33365275,"17,35,53,596",cycles,-50.70%
,29.33365275,"18,18,10,361",instructions              #    1.05  insn per cycle,-61.34%
,29.40887306,"4,62,613",branch-misses,-64.17%
,29.40887306,"63,26,590",cache-misses,-69.49%
,29.40887306,"72,08,658",L1-dcache-load-misses,-68.09%
,29.40887306,"2,65,872",L1-icache-load-misses,-68.09%
,29.40887306,"4,92,647",dTLB-load-misses,-68.09%
,29.40887306,"2,365",dTLB-store-misses,-68.10%
,29.40887306,"7,255",iTLB-load-misses,-42.55%
,29.40887306,"13,57,474",LLC-load-misses,-42.55%
,29.40887306,"5,032",LLC-store-misses,-42.54%
,29.40887306,"4,59,378",branch-load-misses,-48.25%
,29.40887306,"17,65,15,931",cycles,-53.56%
,29.40887306,"18,54,25,238",instructions              #    1.05  insn per cycle,-58.88%
,29.48408786,"4,27,842",branch-misses,-63.44%
,29.48408786,"61,93,217",cache-misses,-74.07%
,29.48408786,"73,68,920",L1-dcache-load-misses,-79.39%
,29.48408786,"2,38,534",L1-icache-load-misses,-84.04%
,29.48408786,"4,94,304",dTLB-load-misses,-84.05%
,29.48408786,"2,395",dTLB-store-misses,-84.05%
,29.48408786,"6,808",iTLB-load-misses,-25.94%
,29.48408786,"13,57,304",LLC-load-misses,-21.27%
,29.48408786,"4,381",LLC-store-misses,-21.27%
,29.48408786,"4,40,590",branch-load-misses,-31.52%
,29.48408786,"17,46,71,591",cycles,-42.15%
,29.48408786,"17,88,87,987",instructions              #    1.02  insn per cycle,-52.78%
,29.55930173,"4,23,279",branch-misses,-72.73%
,29.55930173,"58,19,318",cache-misses,-78.05%
,29.55930173,"71,29,720",L1-dcache-load-misses,-72.73%
,29.55930173,"2,70,890",L1-icache-load-misses,-68.09%
,29.55930173,"5,35,774",dTLB-load-misses,-68.09%
,29.55930173,"2,753",dTLB-store-misses,-68.10%
,29.55930173,"9,010",iTLB-load-misses,-37.89%
,29.55930173,"12,54,614",LLC-load-misses,-42.55%
,29.55930173,"8,436",LLC-store-misses,-42.54%
,29.55930173,"4,20,460",branch-load-misses,-53.17%
,29.55930173,"17,63,40,210",cycles,-62.12%
,29.55930173,"18,41,87,278",instructions              #    1.04  insn per cycle,-67.43%
,29.63453211,"4,70,780",branch-misses,-57.46%
,29.63453211,"60,43,796",cache-misses,-68.09%
,29.63453211,"79,74,409",L1-dcache-load-misses,-70.82%
,29.63453211,"2,62,661",L1-icache-load-misses,-76.14%
,29.63453211,"5,30,590",dTLB-load-misses,-81.46%
,29.63453211,"2,732",dTLB-store-misses,-84.05%
,29.63453211,"8,858",iTLB-load-misses,-34.50%
,29.63453211,"12,12,259",LLC-load-misses,-29.18%
,29.63453211,"9,838",LLC-store-misses,-23.86%
,29.63453211,"4,56,595",branch-load-misses,-29.18%
,29.63453211,"18,32,28,702",cycles,-36.19%
,29.63453211,"19,92,76,414",instructions              #    1.09  insn per cycle,-46.83%
,29.70976094,"4,27,915",branch-misses,-78.73%
,29.70976094,"60,69,151",cache-misses,-84.05%
,29.70976094,"70,86,811",L1-dcache-load-misses,-81.31%
,29.70976094,"2,69,424",L1-icache-load-misses,-76.00%
,29.70976094,"5,05,833",dTLB-load-misses,-70.69%
,29.70976094,"2,913",dTLB-store-misses,-68.10%
,29.70976094,"8,137",iTLB-load-misses,-29.31%
,29.70976094,"12,59,768",LLC-load-misses,-34.62%
,29.70976094,"7,904",LLC-store-misses,-39.94%
,29.70976094,"3,85,205",branch-load-misses,-50.57%
,29.70976094,"17,45,49,075",cycles,-61.20%
,29.70976094,"18,27,79,024",instructions              #    1.05  insn per cycle,-71.84%
,29.78497123,"4,58,504",branch-misses,-57.45%
,29.78497123,"63,52,263",cache-misses,-68.09%
,29.78497123,"68,99,145",L1-dcache-load-misses,-68.08%
,29.78497123,"2,49,601",L1-icache-load-misses,-68.09%
,29.78497123,"4,96,822",dTLB-load-misses,-72.90%
,29.78497123,"2,369",dTLB-store-misses,-78.22%
,29.78497123,"7,618",iTLB-load-misses,-42.55%
,29.78497123,"13,25,490",LLC-load-misses,-37.75%
,29.78497123,"5,847",LLC-store-misses,-32.43%
,29.78497123,"4,56,036",branch-load-misses,-37.75%
,29.78497123,"17,63,44,463",cycles,-43.07%
,29.78497123,"18,66,13,334",instructions              #    1.06  insn per cycle,-48.38%
,29.86018971,"4,19,944",branch-misses,-73.95%
,29.86018971,"61,45,464",cache-misses,-84.05%
,29.86018971,"73,68,587",L1-dcache-load-misses,-84.04%
,29.86018971,"2,99,851",L1-icache-load-misses,-84.04%
,29.86018971,"5,02,667",dTLB-load-misses,-79.24%
,29.86018971,"2,766",dTLB-store-misses,-73.92%
,29.86018971,"7,962",iTLB-load-misses,-21.27%
,29.86018971,"14,04,077",LLC-load-misses,-26.08%
,29.86018971,"6,419",LLC-store-misses,-31.39%
,29.86018971,"3,60,247",branch-load-misses,-42.02%
,29.86018971,"17,31,46,863",cycles,-52.66%
,29.86018971,"17,85,83,418",instructions              #    1.03  insn per cycle,-63.29%
,29.93541074,"4,71,603",branch-misses,-62.23%
,29.93541074,"60,78,168",cache-misses,-68.09%
,29.93541074,"73,87,658",L1-dcache-load-misses,-68.09%
,29.93541074,"2,69,782",L1-icache-load-misses,-68.09%
,29.93541074,"5,36,849",dTLB-load-misses,-68.10%
,29.93541074,"2,628",dTLB-store-misses,-69.66%
,29.93541074,"7,566",iTLB-load-misses,-42.54%
,29.93541074,"12,98,590",LLC-load-misses,-42.54%
,29.93541074,"5,238",LLC-store-misses,-40.98%
,29.93541074,"4,90,682",branch-load-misses,-46.30%
,29.93541074,"18,30,48,506",cycles,-51.62%
,29.93541074,"19,92,08,548",instructions              #    1.09  insn per cycle,-56.94%
,30.01062737,"4,34,198",branch-misses,-65.38%
,30.01062737,"61,24,475",cache-misses,-76.02%
,30.01062737,"73,77,405",L1-dcache-load-misses,-81.34%
,30.01062737,"2,74,836",L1-icache-load-misses,-84.04%
,30.01062737,"5,26,603",dTLB-load-misses,-84.05%
,30.01062737,"2,611",dTLB-store-misses,-82.49%
,30.01062737,"7,219",iTLB-load-misses,-23.99%
,30.01062737,"12,93,689",LLC-load-misses,-21.27%
,30.01062737,"4,894",LLC-store-misses,-22.82%
,30.01062737,"4,40,540",branch-load-misses,-33.46%
,30.01062737,"17,72,32,032",cycles,-44.09%
,30.01062737,"18,63,67,939",instructions              #    1.05  insn per cycle,-54.73%
,30.08585019,"4,82,466",branch-misses,-70.79%
,30.08585019,"61,84,654",cache-misses,-76.11%
,30.08585019,"76,24,245",L1-dcache-load-misses,-70.80%
,30.08585019,"2,53,358",L1-icache-load-misses,-68.09%
,30.08585019,"5,10,316",dTLB-load-misses,-68.10%
,30.08585019,"2,778",dTLB-store-misses,-68.10%
,30.08585019,"8,198",iTLB-load-misses,-39.82%
,30.08585019,"13,22,423",LLC-load-misses,-42.54%
,30.08585019,"5,700",LLC-store-misses,-42.54%
,30.08585019,"4,47,557",branch-load-misses,-53.17%
,30.08585019,"17,77,67,146",cycles,-60.18%
,30.08585019,"19,43,34,053",instructions              #    1.09  insn per cycle,-65.49%
#,time,counts unit,events,
,30.16106467,"3,94,413",branch-misses,-57.45%
,30.16106467,"63,66,596",cache-misses,-68.09%
,30.16106467,"72,48,814",L1-dcache-load-misses,-72.77%
,30.16106467,"2,76,513",L1-icache-load-misses,-78.09%
,30.16106467,"5,38,198",dTLB-load-misses,-83.41%
,30.16106467,"2,624",dTLB-store-misses,-84.05%
,30.16106467,"6,248",iTLB-load-misses,-32.55%
,30.16106467,"14,56,788",LLC-load-misses,-27.23%
,30.16106467,"2,829",LLC-store-misses,-21.92%
,30.16106467,"4,50,002",branch-load-misses,-27.23%
,30.16106467,"17,70,66,858",cycles,-36.18%
,30.16106467,"17,80,86,479",instructions              #    1.01  insn per cycle,-46.81%
,30.23629071,"4,08,336",branch-misses,-78.73%
,30.23629071,"61,71,950",cache-misses,-84.05%
,30.23629071,"68,09,309",L1-dcache-load-misses,-79.36%
,30.23629071,"3,05,399",L1-icache-load-misses,-74.05%
,30.23629071,"5,37,713",dTLB-load-misses,-68.74%
,30.23629071,"2,717",dTLB-store-misses,-68.10%
,30.23629071,"8,163",iTLB-load-misses,-31.26%
,30.23629071,"13,75,782",LLC-load-misses,-36.57%
,30.23629071,"6,918",LLC-store-misses,-41.89%
,30.23629071,"4,21,977",branch-load-misses,-52.52%
,30.23629071,"17,37,33,803",cycles,-63.15%
,30.23629071,"17,75,97,202",instructions              #    1.02  insn per cycle,-73.41%
,30.31151867,"4,38,672",branch-misses,-57.46%
,30.31151867,"59,51,613",cache-misses,-68.09%
,30.31151867,"74,06,116",L1-dcache-load-misses,-68.09%
,30.31151867,"2,49,350",L1-icache-load-misses,-69.51%
,30.31151867,"4,92,515",dTLB-load-misses,-74.83%
,30.31151867,"2,353",dTLB-store-misses,-80.15%
,30.31151867,"7,610",iTLB-load-misses,-41.13%
,30.31151867,"12,78,792",LLC-load-misses,-35.81%
,30.31151867,"7,506",LLC-store-misses,-30.49%
,30.31151867,"4,08,796",branch-load-misses,-35.81%
,30.31151867,"17,62,00,013",cycles,-41.13%
,30.31151867,"19,66,51,655",instructions              #    1.12  insn per cycle,-46.82%
,30.38673765,"4,72,473",branch-misses,-75.87%
,30.38673765,"63,61,847",cache-misses,-84.04%
,30.38673765,"76,50,120",L1-dcache-load-misses,-84.04%
,30.38673765,"2,69,228",L1-icache-load-misses,-82.63%
,30.38673765,"5,11,950",dTLB-load-misses,-77.31%
,30.38673765,"2,404",dTLB-store-misses,-72.00%
,30.38673765,"6,743",iTLB-load-misses,-22.69%
,30.38673765,"13,09,559",LLC-load-misses,-28.00%
,30.38673765,"8,576",LLC-store-misses,-33.31%
,30.38673765,"4,73,594",branch-load-misses,-43.94%
,30.38673765,"17,61,94,664",cycles,-54.58%
,30.38673765,"18,69,05,337",instructions              #    1.06  insn per cycle,-65.21%
,30.46195367,"4,83,713",branch-misses,-60.30%
,30.46195367,"63,34,610",cache-misses,-68.09%
,30.46195367,"77,39,077",L1-dcache-load-misses,-68.09%
,30.46195367,"3,18,230",L1-icache-load-misses,-68.09%
,30.46195367,"5,13,893",dTLB-load-misses,-68.09%
,30.46195367,"2,860",dTLB-store-misses,-71.59%
,30.46195367,"8,611",iTLB-load-misses,-42.55%
,30.46195367,"13,23,474",LLC-load-misses,-42.54%
,30.46195367,"4,496",LLC-store-misses,-39.05%
,30.46195367,"4,71,772",branch-load-misses,-44.37%
,30.46195367,"18,03,32,275",cycles,-49.69%
,30.46195367,"19,76,14,025",instructions              #    1.10  insn per cycle,-55.01%
,30.53718024,"4,32,589",branch-misses,-67.31%
,30.53718024,"62,53,859",cache-misses,-77.95%
,30.53718024,"69,59,528",L1-dcache-load-misses,-83.26%
,30.53718024,"2,85,400",L1-icache-load-misses,-84.04%
,30.53718024,"5,02,815",dTLB-load-misses,-84.05%
,30.53718024,"3,021",dTLB-store-misses,-80.56%
,30.53718024,"7,037",iTLB-load-misses,-22.07%
,30.53718024,"12,86,828",LLC-load-misses,-21.27%
,30.53718024,"3,227",LLC-store-misses,-24.76%
,30.53718024,"4,82,443",branch-load-misses,-35.39%
,30.53718024,"17,58,96,590",cycles,-46.02%
,30.53718024,"18,06,80,094",instructions              #    1.03  insn per cycle,-56.66%
,30.61239813,"4,42,380",branch-misses,-68.87%
,30.61239813,"63,64,287",cache-misses,-74.19%
,30.61239813,"74,26,916",L1-dcache-load-misses,-68.87%
,30.61239813,"2,63,497",L1-icache-load-misses,-68.09%
,30.61239813,"5,17,902",dTLB-load-misses,-68.10%
,30.61239813,"2,685",dTLB-store-misses,-68.10%
,30.61239813,"8,821",iTLB-load-misses,-41.75%
,30.61239813,"14,19,118",LLC-load-misses,-42.54%
,30.61239813,"5,686",LLC-store-misses,-42.54%
,30.61239813,"4,68,041",branch-load-misses,-52.93%
,30.61239813,"17,93,84,113",cycles,-58.25%
,30.61239813,"18,92,00,621",instructions              #    1.05  insn per cycle,-63.57%
,30.68763294,"4,48,527",branch-misses,-58.73%
,30.68763294,"61,89,605",cache-misses,-69.37%
,30.68763294,"71,91,296",L1-dcache-load-misses,-74.68%
,30.68763294,"2,53,157",L1-icache-load-misses,-80.00%
,30.68763294,"5,32,314",dTLB-load-misses,-84.05%
,30.68763294,"3,203",dTLB-store-misses,-84.05%
,30.68763294,"8,951",iTLB-load-misses,-30.64%
,30.68763294,"12,28,721",LLC-load-misses,-25.32%
,30.68763294,"8,079",LLC-store-misses,-21.26%
,30.68763294,"5,32,396",branch-load-misses,-26.82%
,30.68763294,"17,75,24,414",cycles,-37.45%
,30.68763294,"18,81,56,680",instructions              #    1.06  insn per cycle,-48.08%
,30.76286565,"4,86,523",branch-misses,-77.46%
,30.76286565,"63,07,045",cache-misses,-82.77%
,30.76286565,"76,00,168",L1-dcache-load-misses,-77.46%
,30.76286565,"2,89,620",L1-icache-load-misses,-72.15%
,30.76286565,"5,00,050",dTLB-load-misses,-68.11%
,30.76286565,"3,059",dTLB-store-misses,-68.11%
,30.76286565,"8,660",iTLB-load-misses,-33.16%
,30.76286565,"13,38,236",LLC-load-misses,-38.47%
,30.76286565,"6,856",LLC-store-misses,-42.53%
,30.76286565,"4,88,044",branch-load-misses,-53.16%
,30.76286565,"17,88,93,051",cycles,-63.79%
,30.76286565,"19,43,24,750",instructions              #    1.09  insn per cycle,-72.16%
,30.83809211,"4,70,857",branch-misses,-57.45%
,30.83809211,"64,56,226",cache-misses,-68.09%
,30.83809211,"73,32,780",L1-dcache-load-misses,-68.08%
,30.83809211,"2,38,294",L1-icache-load-misses,-71.41%
,30.83809211,"4,85,020",dTLB-load-misses,-76.72%
,30.83809211,"2,310",dTLB-store-misses,-82.05%
,30.83809211,"7,719",iTLB-load-misses,-39.24%
,30.83809211,"12,91,893",LLC-load-misses,-33.92%
,30.83809211,"2,957",LLC-store-misses,-28.60%
,30.83809211,"4,87,037",branch-load-misses,-33.92%
,30.83809211,"17,74,45,811",cycles,-39.23%
,30.83809211,"18,80,47,875",instructions              #    1.06  insn per cycle,-46.81%
,30.91330247,"4,05,345",branch-misses,-77.78%
,30.91330247,"61,19,269",cache-misses,-84.04%
,30.91330247,"71,45,896",L1-dcache-load-misses,-84.04%
,30.91330247,"3,15,338",L1-icache-load-misses,-80.73%
,30.91330247,"5,27,344",dTLB-load-misses,-75.41%
,30.91330247,"2,890",dTLB-store-misses,-70.10%
,30.91330247,"7,287",iTLB-load-misses,-24.59%
,30.91330247,"13,71,911",LLC-load-misses,-29.90%
,30.91330247,"8,384",LLC-store-misses,-35.22%
,30.91330247,"4,20,615",branch-load-misses,-45.86%
,30.91330247,"17,70,11,370",cycles,-56.48%
,30.91330247,"18,39,12,852",instructions              #    1.04  insn per cycle,-67.12%
,30.988521,"4,14,602",branch-misses,-58.40%
,30.988521,"60,25,160",cache-misses,-68.09%
,30.988521,"71,68,444",L1-dcache-load-misses,-68.09%
,30.988521,"2,82,605",L1-icache-load-misses,-68.10%
,30.988521,"5,01,154",dTLB-load-misses,-68.17%
,30.988521,"2,676",dTLB-store-misses,-73.49%
,30.988521,"7,665",iTLB-load-misses,-42.54%
,30.988521,"13,04,404",LLC-load-misses,-42.47%
,30.988521,"5,841",LLC-store-misses,-37.15%
,30.988521,"3,88,385",branch-load-misses,-42.47%
,30.988521,"17,51,99,078",cycles,-47.78%
,30.988521,"18,66,38,897",instructions              #    1.07  insn per cycle,-53.10%
,31.06374382,"4,60,373",branch-misses,-69.21%
,31.06374382,"61,18,551",cache-misses,-79.85%
,31.06374382,"74,91,662",L1-dcache-load-misses,-84.04%
,31.06374382,"2,60,596",L1-icache-load-misses,-84.04%
,31.06374382,"5,13,197",dTLB-load-misses,-83.97%
,31.06374382,"2,626",dTLB-store-misses,-78.66%
,31.06374382,"7,727",iTLB-load-misses,-21.28%
,31.06374382,"14,12,531",LLC-load-misses,-21.34%
,31.06374382,"5,098",LLC-store-misses,-26.66%
,31.06374382,"4,27,946",branch-load-misses,-37.29%
,31.06374382,"17,72,83,781",cycles,-47.92%
,31.06374382,"19,06,21,232",instructions              #    1.08  insn per cycle,-58.55%
,31.13898052,"4,46,405",branch-misses,-66.97%
,31.13898052,"65,24,354",cache-misses,-72.28%
,31.13898052,"74,48,369",L1-dcache-load-misses,-68.09%
,31.13898052,"2,65,747",L1-icache-load-misses,-68.10%
,31.13898052,"5,20,809",dTLB-load-misses,-68.10%
,31.13898052,"2,391",dTLB-store-misses,-68.11%
,31.13898052,"7,769",iTLB-load-misses,-42.54%
,31.13898052,"13,77,492",LLC-load-misses,-42.53%
,31.13898052,"7,279",LLC-store-misses,-42.53%
,31.13898052,"4,09,386",branch-load-misses,-51.04%
,31.13898052,"17,37,38,877",cycles,-56.35%
,31.13898052,"18,23,47,031",instructions              #    1.05  insn per cycle,-61.67%
,31.21420519,"3,59,202",branch-misses,-60.63%
,31.21420519,"62,34,735",cache-misses,-71.26%
,31.21420519,"56,93,938",L1-dcache-load-misses,-76.58%
,31.21420519,"2,12,552",L1-icache-load-misses,-81.90%
,31.21420519,"4,15,437",dTLB-load-misses,-84.04%
,31.21420519,"2,058",dTLB-store-misses,-84.05%
,31.21420519,"5,992",iTLB-load-misses,-28.75%
,31.21420519,"15,07,298",LLC-load-misses,-23.43%
,31.21420519,"2,863",LLC-store-misses,-21.27%
,31.21420519,"3,83,382",branch-load-misses,-28.71%
,31.21420519,"16,45,97,753",cycles,-39.35%
,31.21420519,"15,14,28,700",instructions              #    0.92  insn per cycle,-49.97%
,31.28941834,"3,66,372",branch-misses,-75.55%
,31.28941834,"65,66,480",cache-misses,-80.87%
,31.28941834,"58,03,528",L1-dcache-load-misses,-75.55%
,31.28941834,"1,77,280",L1-icache-load-misses,-70.23%
,31.28941834,"3,95,929",dTLB-load-misses,-68.09%
,31.28941834,"1,505",dTLB-store-misses,-68.10%
,31.28941834,"6,130",iTLB-load-misses,-35.07%
,31.28941834,"14,15,341",LLC-load-misses,-40.39%
,31.28941834,"4,912",LLC-store-misses,-42.54%
,31.28941834,"3,55,048",branch-load-misses,-53.18%
,31.28941834,"15,97,92,630",cycles,-63.81%
,31.28941834,"14,11,21,286",instructions              #    0.88  insn per cycle,-70.25%
,31.36466213,"2,81,058",branch-misses,-57.47%
,31.36466213,"59,62,714",cache-misses,-68.10%
,31.36466213,"55,12,180",L1-dcache-load-misses,-68.09%
,31.36466213,"2,36,079",L1-icache-load-misses,-73.31%
,31.36466213,"4,36,629",dTLB-load-misses,-78.64%
,31.36466213,"2,275",dTLB-store-misses,-83.97%
,31.36466213,"7,511",iTLB-load-misses,-37.33%
,31.36466213,"13,88,461",LLC-load-misses,-32.00%
,31.36466213,"5,636",LLC-store-misses,-26.68%
,31.36466213,"3,19,334",branch-load-misses,-32.00%
,31.36466213,"15,51,14,821",cycles,-37.32%
,31.36466213,"13,09,53,302",instructions              #    0.84  insn per cycle,-46.83%
,31.43986974,"3,56,292",branch-misses,-78.71%
,31.43986974,"62,28,107",cache-misses,-84.03%
,31.43986974,"60,05,991",L1-dcache-load-misses,-84.03%
,31.43986974,"2,63,804",L1-icache-load-misses,-78.81%
,31.43986974,"4,63,076",dTLB-load-misses,-73.49%
,31.43986974,"2,833",dTLB-store-misses,-68.19%
,31.43986974,"7,632",iTLB-load-misses,-26.51%
,31.43986974,"14,16,654",LLC-load-misses,-31.82%
,31.43986974,"6,484",LLC-store-misses,-37.13%
,31.43986974,"3,48,897",branch-load-misses,-47.77%
,31.43986974,"16,49,61,537",cycles,-58.36%
,31.43986974,"15,61,47,964",instructions              #    0.95  insn per cycle,-69.00%
,31.51509247,"3,98,652",branch-misses,-57.45%
,31.51509247,"66,46,875",cache-misses,-68.09%
,31.51509247,"67,72,089",L1-dcache-load-misses,-68.09%
,31.51509247,"2,33,732",L1-icache-load-misses,-68.09%
,31.51509247,"4,93,063",dTLB-load-misses,-70.08%
,31.51509247,"2,445",dTLB-store-misses,-75.39%
,31.51509247,"7,252",iTLB-load-misses,-42.55%
,31.51509247,"14,59,044",LLC-load-misses,-40.57%
,31.51509247,"3,730",LLC-store-misses,-35.25%
,31.51509247,"4,12,316",branch-load-misses,-40.57%
,31.51509247,"17,03,13,851",cycles,-45.89%
,31.51509247,"16,93,80,851",instructions              #    0.99  insn per cycle,-51.20%
,31.59031103,"4,22,961",branch-misses,-71.12%
,31.59031103,"64,11,496",cache-misses,-81.76%
,31.59031103,"69,42,350",L1-dcache-load-misses,-84.04%
,31.59031103,"2,57,760",L1-icache-load-misses,-84.05%
,31.59031103,"4,67,463",dTLB-load-misses,-82.07%
,31.59031103,"2,650",dTLB-store-misses,-76.75%
,31.59031103,"6,745",iTLB-load-misses,-21.27%
,31.59031103,"13,90,735",LLC-load-misses,-23.25%
,31.59031103,"4,558",LLC-store-misses,-28.56%
,31.59031103,"4,36,582",branch-load-misses,-39.20%
,31.59031103,"17,72,00,824",cycles,-49.83%
,31.59031103,"17,77,80,051",instructions              #    1.00  insn per cycle,-60.46%
,31.66552638,"4,22,732",branch-misses,-65.05%
,31.66552638,"65,08,358",cache-misses,-70.37%
,31.66552638,"70,82,966",L1-dcache-load-misses,-68.09%
,31.66552638,"2,33,140",L1-icache-load-misses,-68.09%
,31.66552638,"5,10,655",dTLB-load-misses,-68.10%
,31.66552638,"2,646",dTLB-store-misses,-68.10%
,31.66552638,"7,972",iTLB-load-misses,-42.55%
,31.66552638,"13,54,021",LLC-load-misses,-42.54%
,31.66552638,"5,054",LLC-store-misses,-42.54%
,31.66552638,"4,32,325",branch-load-misses,-49.11%
,31.66552638,"17,41,89,981",cycles,-54.44%
,31.66552638,"18,09,02,949",instructions              #    1.04  insn per cycle,-59.75%
,31.74074941,"4,56,220",branch-misses,-62.56%
,31.74074941,"63,06,186",cache-misses,-73.20%
,31.74074941,"72,59,491",L1-dcache-load-misses,-78.51%
,31.74074941,"2,69,989",L1-icache-load-misses,-83.83%
,31.74074941,"5,17,421",dTLB-load-misses,-84.05%
,31.74074941,"2,861",dTLB-store-misses,-84.05%
,31.74074941,"8,872",iTLB-load-misses,-26.81%
,31.74074941,"12,81,744",LLC-load-misses,-21.49%
,31.74074941,"3,272",LLC-store-misses,-21.27%
,31.74074941,"5,07,420",branch-load-misses,-30.64%
,31.74074941,"18,15,69,317",cycles,-41.28%
,31.74074941,"19,45,88,615",instructions              #    1.07  insn per cycle,-51.91%
,31.81592877,"3,96,365",branch-misses,-73.60%
,31.81592877,"60,75,653",cache-misses,-78.92%
,31.81592877,"69,83,988",L1-dcache-load-misses,-73.60%
,31.81592877,"2,75,266",L1-icache-load-misses,-68.30%
,31.81592877,"5,87,300",dTLB-load-misses,-68.09%
,31.81592877,"2,916",dTLB-store-misses,-68.09%
,31.81592877,"6,818",iTLB-load-misses,-37.02%
,31.81592877,"13,89,809",LLC-load-misses,-42.33%
,31.81592877,"5,743",LLC-store-misses,-42.55%
,31.81592877,"4,11,099",branch-load-misses,-53.19%
,31.81592877,"17,41,52,494",cycles,-62.97%
,31.81592877,"17,90,81,063",instructions              #    1.03  insn per cycle,-68.29%
,31.89115885,"4,96,869",branch-misses,-57.46%
,31.89115885,"67,91,978",cache-misses,-68.09%
,31.89115885,"73,70,814",L1-dcache-load-misses,-69.99%
,31.89115885,"2,55,320",L1-icache-load-misses,-75.31%
,31.89115885,"5,04,936",dTLB-load-misses,-80.63%
,31.89115885,"2,356",dTLB-store-misses,-84.05%
,31.89115885,"6,325",iTLB-load-misses,-35.33%
,31.89115885,"14,58,879",LLC-load-misses,-30.01%
,31.89115885,"4,097",LLC-store-misses,-24.70%
,31.89115885,"4,57,100",branch-load-misses,-30.02%
,31.89115885,"17,60,51,788",cycles,-36.19%
,31.89115885,"18,79,85,868",instructions              #    1.07  insn per cycle,-46.83%
,31.96637517,"4,58,875",branch-misses,-78.72%
,31.96637517,"66,83,864",cache-misses,-84.04%
,31.96637517,"71,61,762",L1-dcache-load-misses,-82.14%
,31.96637517,"2,29,458",L1-icache-load-misses,-76.83%
,31.96637517,"4,76,875",dTLB-load-misses,-71.51%
,31.96637517,"2,161",dTLB-store-misses,-68.10%
,31.96637517,"6,835",iTLB-load-misses,-28.48%
,31.96637517,"14,79,641",LLC-load-misses,-33.80%
,31.96637517,"5,630",LLC-store-misses,-39.11%
,31.96637517,"4,76,738",branch-load-misses,-49.74%
,31.96637517,"17,71,69,393",cycles,-60.38%
,31.96637517,"18,38,26,131",instructions              #    1.04  insn per cycle,-71.01%
