#,started on Fri,01-10-2013 01:37,,
,,,,
,1.052688207,"3,73,721",branch-load-misses,-52.00%
,1.052688207,"22,47,67,352",cycles,-62.63%
,1.052688207,"39,76,26,569",instructions              #    1.77  insn per cycle,-73.26%
,1.127863451,"3,35,955",branch-misses,-57.43%
,1.127863451,"8,94,563",cache-misses,-68.07%
,1.127863451,"1,31,76,769",L1-dcache-load-misses,-68.07%
,1.127863451,"20,35,173",L1-icache-load-misses,-69.04%
,1.127863451,"15,21,257",dTLB-load-misses,-74.36%
,1.127863451,"11,340",dTLB-store-misses,-79.68%
,1.127863451,"38,629",iTLB-load-misses,-41.61%
,1.127863451,"61,882",LLC-load-misses,-36.29%
,1.127863451,"49,459",LLC-store-misses,-30.97%
,1.127863451,"3,27,047",branch-load-misses,-36.29%
,1.127863451,"22,45,72,898",cycles,-41.61%
,1.127863451,"39,00,09,766",instructions              #    1.74  insn per cycle,-46.94%
,1.203073996,"3,51,655",branch-misses,-75.42%
,1.203073996,"11,41,603",cache-misses,-84.04%
,1.203073996,"1,30,10,478",L1-dcache-load-misses,-84.04%
,1.203073996,"19,87,530",L1-icache-load-misses,-83.08%
,1.203073996,"14,78,841",dTLB-load-misses,-77.77%
,1.203073996,"10,604",dTLB-store-misses,-72.45%
,1.203073996,"29,524",iTLB-load-misses,-22.23%
,1.203073996,"1,16,798",LLC-load-misses,-27.55%
,1.203073996,"48,433",LLC-store-misses,-32.86%
,1.203073996,"3,46,369",branch-load-misses,-43.50%
,1.203073996,"22,37,84,054",cycles,-54.13%
,1.203073996,"39,09,88,359",instructions              #    1.75  insn per cycle,-64.77%
,1.278294055,"3,10,640",branch-misses,-60.75%
,1.278294055,"12,57,652",cache-misses,-68.09%
,1.278294055,"1,30,05,196",L1-dcache-load-misses,-68.09%
,1.278294055,"19,48,828",L1-icache-load-misses,-68.09%
,1.278294055,"14,69,611",dTLB-load-misses,-68.10%
,1.278294055,"10,632",dTLB-store-misses,-71.14%
,1.278294055,"36,882",iTLB-load-misses,-42.55%
,1.278294055,"87,274",LLC-load-misses,-42.54%
,1.278294055,"44,379",LLC-store-misses,-39.50%
,1.278294055,"2,99,703",branch-load-misses,-44.81%
,1.278294055,"22,36,29,226",cycles,-50.13%
,1.278294055,"38,20,11,573",instructions              #    1.71  insn per cycle,-55.45%
,1.353506956,"3,13,852",branch-misses,-66.87%
,1.353506956,"15,50,769",cache-misses,-77.51%
,1.353506956,"1,27,41,411",L1-dcache-load-misses,-82.82%
,1.353506956,"18,04,459",L1-icache-load-misses,-84.04%
,1.353506956,"15,62,285",dTLB-load-misses,-84.04%
,1.353506956,"10,033",dTLB-store-misses,-81.00%
,1.353506956,"35,484",iTLB-load-misses,-22.51%
,1.353506956,"1,18,282",LLC-load-misses,-21.28%
,1.353506956,"50,878",LLC-store-misses,-24.32%
,1.353506956,"3,06,269",branch-load-misses,-34.95%
,1.353506956,"22,30,21,575",cycles,-45.59%
,1.353506956,"37,67,83,757",instructions              #    1.69  insn per cycle,-56.21%
,1.42871658,"2,83,981",branch-misses,-69.30%
,1.42871658,"17,03,513",cache-misses,-74.62%
,1.42871658,"1,29,87,923",L1-dcache-load-misses,-69.30%
,1.42871658,"17,02,305",L1-icache-load-misses,-68.09%
,1.42871658,"16,06,654",dTLB-load-misses,-68.09%
,1.42871658,"9,661",dTLB-store-misses,-68.09%
,1.42871658,"29,807",iTLB-load-misses,-41.32%
,1.42871658,"1,31,264",LLC-load-misses,-42.55%
,1.42871658,"45,051",LLC-store-misses,-42.55%
,1.42871658,"2,85,329",branch-load-misses,-53.18%
,1.42871658,"22,21,74,225",cycles,-58.68%
,1.42871658,"36,68,20,520",instructions              #    1.65  insn per cycle,-64.00%
,1.503903063,"2,79,745",branch-misses,-58.35%
,1.503903063,"18,37,674",cache-misses,-68.99%
,1.503903063,"1,27,57,126",L1-dcache-load-misses,-74.31%
,1.503903063,"17,59,138",L1-icache-load-misses,-79.63%
,1.503903063,"16,04,509",dTLB-load-misses,-84.04%
,1.503903063,"9,426",dTLB-store-misses,-84.04%
,1.503903063,"33,164",iTLB-load-misses,-31.02%
,1.503903063,"1,48,181",LLC-load-misses,-25.69%
,1.503903063,"46,940",LLC-store-misses,-21.28%
,1.503903063,"2,58,762",branch-load-misses,-26.60%
,1.503903063,"22,25,44,298",cycles,-37.06%
,1.503903063,"37,07,79,157",instructions              #    1.67  insn per cycle,-47.70%
,1.579107962,"2,92,308",branch-misses,-77.80%
,1.579107962,"20,09,558",cache-misses,-83.12%
,1.579107962,"1,25,72,404",L1-dcache-load-misses,-77.80%
,1.579107962,"16,93,894",L1-icache-load-misses,-72.49%
,1.579107962,"15,69,952",dTLB-load-misses,-68.09%
,1.579107962,"8,755",dTLB-store-misses,-68.09%
,1.579107962,"35,644",iTLB-load-misses,-32.82%
,1.579107962,"1,70,060",LLC-load-misses,-38.14%
,1.579107962,"45,374",LLC-store-misses,-42.55%
,1.579107962,"2,89,539",branch-load-misses,-53.18%
,1.579107962,"22,08,97,957",cycles,-63.82%
,1.579107962,"36,31,40,390",instructions              #    1.64  insn per cycle,-72.50%
,1.65432106,"2,79,902",branch-misses,-57.45%
,1.65432106,"23,52,598",cache-misses,-68.09%
,1.65432106,"1,22,35,169",L1-dcache-load-misses,-68.09%
,1.65432106,"16,11,712",L1-icache-load-misses,-71.10%
,1.65432106,"15,13,432",dTLB-load-misses,-76.42%
,1.65432106,"8,095",dTLB-store-misses,-81.74%
,1.65432106,"32,520",iTLB-load-misses,-39.54%
,1.65432106,"1,98,815",LLC-load-misses,-34.22%
,1.65432106,"45,146",LLC-store-misses,-28.90%
,1.65432106,"2,79,613",branch-load-misses,-34.22%
,1.65432106,"21,88,75,703",cycles,-39.54%
,1.65432106,"35,60,63,454",instructions              #    1.63  insn per cycle,-46.82%
,1.729551907,"2,81,301",branch-misses,-77.45%
,1.729551907,"24,58,185",cache-misses,-84.05%
,1.729551907,"1,21,95,166",L1-dcache-load-misses,-84.05%
,1.729551907,"15,57,708",L1-icache-load-misses,-81.04%
,1.729551907,"14,51,324",dTLB-load-misses,-75.72%
,1.729551907,"7,625",dTLB-store-misses,-70.41%
,1.729551907,"29,863",iTLB-load-misses,-24.28%
,1.729551907,"1,93,736",LLC-load-misses,-29.59%
,1.729551907,"36,576",LLC-store-misses,-34.90%
,1.729551907,"2,59,909",branch-load-misses,-45.53%
,1.729551907,"21,71,69,822",cycles,-56.17%
,1.729551907,"34,33,49,884",instructions              #    1.58  insn per cycle,-66.80%
,1.804769853,"2,61,169",branch-misses,-58.73%
,1.804769853,"30,07,108",cache-misses,-68.09%
,1.804769853,"1,18,36,827",L1-dcache-load-misses,-68.09%
,1.804769853,"14,86,234",L1-icache-load-misses,-68.09%
,1.804769853,"15,30,223",dTLB-load-misses,-68.10%
,1.804769853,"6,810",dTLB-store-misses,-73.17%
,1.804769853,"31,913",iTLB-load-misses,-42.55%
,1.804769853,"2,83,863",LLC-load-misses,-42.54%
,1.804769853,"43,544",LLC-store-misses,-37.47%
,1.804769853,"2,59,909",branch-load-misses,-42.79%
,1.804769853,"21,23,93,590",cycles,-48.11%
,1.804769853,"32,53,32,513",instructions              #    1.53  insn per cycle,-53.43%
,1.87995151,"2,45,024",branch-misses,-68.92%
,1.87995151,"29,76,953",cache-misses,-79.56%
,1.87995151,"1,17,21,742",L1-dcache-load-misses,-84.03%
,1.87995151,"14,04,952",L1-icache-load-misses,-84.04%
,1.87995151,"15,00,714",dTLB-load-misses,-84.04%
,1.87995151,"6,950",dTLB-store-misses,-78.97%
,1.87995151,"19,022",iTLB-load-misses,-21.29%
,1.87995151,"2,64,486",LLC-load-misses,-21.28%
,1.87995151,"35,584",LLC-store-misses,-26.35%
,1.87995151,"2,47,955",branch-load-misses,-36.99%
,1.87995151,"21,29,86,684",cycles,-47.63%
,1.87995151,"32,45,54,390",instructions              #    1.52  insn per cycle,-58.26%
#,time,counts unit,events,
,1.955182363,"2,47,018",branch-misses,-67.24%
,1.955182363,"31,30,600",cache-misses,-72.56%
,1.955182363,"1,15,90,015",L1-dcache-load-misses,-68.09%
,1.955182363,"12,99,571",L1-icache-load-misses,-68.09%
,1.955182363,"14,64,032",dTLB-load-misses,-68.10%
,1.955182363,"6,481",dTLB-store-misses,-68.10%
,1.955182363,"27,801",iTLB-load-misses,-42.54%
,1.955182363,"3,26,705",LLC-load-misses,-42.54%
,1.955182363,"30,926",LLC-store-misses,-42.54%
,1.955182363,"2,42,706",branch-load-misses,-51.31%
,1.955182363,"21,02,10,193",cycles,-56.63%
,1.955182363,"31,72,32,895",instructions              #    1.51  insn per cycle,-61.95%
,2.030394684,"2,47,101",branch-misses,-60.37%
,2.030394684,"32,29,911",cache-misses,-71.01%
,2.030394684,"1,15,59,945",L1-dcache-load-misses,-76.32%
,2.030394684,"13,90,791",L1-icache-load-misses,-81.64%
,2.030394684,"15,03,072",dTLB-load-misses,-84.04%
,2.030394684,"6,842",dTLB-store-misses,-84.05%
,2.030394684,"31,998",iTLB-load-misses,-29.00%
,2.030394684,"3,11,532",LLC-load-misses,-23.69%
,2.030394684,"39,122",LLC-store-misses,-21.27%
,2.030394684,"2,43,476",branch-load-misses,-28.45%
,2.030394684,"21,29,06,195",cycles,-39.08%
,2.030394684,"32,69,26,393",instructions              #    1.54  insn per cycle,-49.72%
,2.105609007,"2,46,833",branch-misses,-75.80%
,2.105609007,"32,75,352",cache-misses,-81.12%
,2.105609007,"1,14,06,150",L1-dcache-load-misses,-75.80%
,2.105609007,"14,45,163",L1-icache-load-misses,-70.49%
,2.105609007,"14,35,003",dTLB-load-misses,-68.10%
,2.105609007,"7,041",dTLB-store-misses,-68.10%
,2.105609007,"24,087",iTLB-load-misses,-34.82%
,2.105609007,"3,39,622",LLC-load-misses,-40.13%
,2.105609007,"40,737",LLC-store-misses,-42.54%
,2.105609007,"2,41,378",branch-load-misses,-53.18%
,2.105609007,"21,07,64,041",cycles,-63.81%
,2.105609007,"32,00,00,009",instructions              #    1.52  insn per cycle,-70.50%
,2.180837283,"2,07,505",branch-misses,-57.46%
,2.180837283,"34,61,718",cache-misses,-68.09%
,2.180837283,"1,14,57,815",L1-dcache-load-misses,-68.09%
,2.180837283,"13,40,595",L1-icache-load-misses,-73.08%
,2.180837283,"14,64,736",dTLB-load-misses,-78.40%
,2.180837283,"6,760",dTLB-store-misses,-83.72%
,2.180837283,"26,054",iTLB-load-misses,-37.56%
,2.180837283,"3,24,894",LLC-load-misses,-32.24%
,2.180837283,"40,902",LLC-store-misses,-26.92%
,2.180837283,"2,05,060",branch-load-misses,-32.24%
,2.180837283,"21,09,00,403",cycles,-37.56%
,2.180837283,"31,50,49,595",instructions              #    1.49  insn per cycle,-46.83%
,2.256017683,"2,21,432",branch-misses,-78.71%
,2.256017683,"36,01,644",cache-misses,-84.03%
,2.256017683,"1,11,69,656",L1-dcache-load-misses,-84.03%
,2.256017683,"12,83,656",L1-icache-load-misses,-79.05%
,2.256017683,"14,35,341",dTLB-load-misses,-73.73%
,2.256017683,"6,386",dTLB-store-misses,-68.41%
,2.256017683,"27,126",iTLB-load-misses,-26.27%
,2.256017683,"3,32,728",LLC-load-misses,-31.59%
,2.256017683,"39,479",LLC-store-misses,-36.91%
,2.256017683,"2,22,430",branch-load-misses,-47.54%
,2.256017683,"20,80,19,474",cycles,-58.17%
,2.256017683,"30,54,94,866",instructions              #    1.47  insn per cycle,-68.81%
,2.3312253,"1,92,464",branch-misses,-57.45%
,2.3312253,"39,55,638",cache-misses,-68.09%
,2.3312253,"1,06,70,039",L1-dcache-load-misses,-68.09%
,2.3312253,"11,19,850",L1-icache-load-misses,-68.09%
,2.3312253,"14,16,903",dTLB-load-misses,-69.89%
,2.3312253,"6,002",dTLB-store-misses,-75.22%
,2.3312253,"23,513",iTLB-load-misses,-42.55%
,2.3312253,"4,41,477",LLC-load-misses,-40.75%
,2.3312253,"29,911",LLC-store-misses,-35.43%
,2.3312253,"1,81,496",branch-load-misses,-40.75%
,2.3312253,"20,31,81,544",cycles,-46.07%
,2.3312253,"28,35,82,318",instructions              #    1.40  insn per cycle,-51.39%
,2.406461328,"1,97,303",branch-misses,-70.93%
,2.406461328,"40,50,231",cache-misses,-81.56%
,2.406461328,"1,06,72,874",L1-dcache-load-misses,-84.05%
,2.406461328,"11,73,851",L1-icache-load-misses,-84.05%
,2.406461328,"14,20,205",dTLB-load-misses,-82.25%
,2.406461328,"7,959",dTLB-store-misses,-76.94%
,2.406461328,"21,468",iTLB-load-misses,-21.27%
,2.406461328,"5,18,765",LLC-load-misses,-23.07%
,2.406461328,"36,084",LLC-store-misses,-28.38%
,2.406461328,"1,82,030",branch-load-misses,-39.01%
,2.406461328,"20,42,84,324",cycles,-49.64%
,2.406461328,"29,67,56,653",instructions              #    1.45  insn per cycle,-60.27%
,2.481682788,"2,17,356",branch-misses,-65.26%
,2.481682788,"38,56,516",cache-misses,-70.58%
,2.481682788,"1,08,35,398",L1-dcache-load-misses,-68.09%
,2.481682788,"12,32,058",L1-icache-load-misses,-68.09%
,2.481682788,"14,57,834",dTLB-load-misses,-68.10%
,2.481682788,"7,194",dTLB-store-misses,-68.10%
,2.481682788,"25,872",iTLB-load-misses,-42.54%
,2.481682788,"3,87,932",LLC-load-misses,-42.54%
,2.481682788,"34,135",LLC-store-misses,-42.54%
,2.481682788,"2,18,728",branch-load-misses,-49.32%
,2.481682788,"20,78,70,861",cycles,-54.64%
,2.481682788,"30,29,66,834",instructions              #    1.46  insn per cycle,-59.96%
,2.55690337,"1,81,919",branch-misses,-62.36%
,2.55690337,"41,46,532",cache-misses,-72.99%
,2.55690337,"1,10,33,144",L1-dcache-load-misses,-78.31%
,2.55690337,"11,29,079",L1-icache-load-misses,-83.63%
,2.55690337,"14,70,095",dTLB-load-misses,-84.05%
,2.55690337,"6,555",dTLB-store-misses,-84.05%
,2.55690337,"25,788",iTLB-load-misses,-27.02%
,2.55690337,"4,57,983",LLC-load-misses,-21.70%
,2.55690337,"28,211",LLC-store-misses,-21.27%
,2.55690337,"1,76,450",branch-load-misses,-30.44%
,2.55690337,"20,46,16,320",cycles,-41.07%
,2.55690337,"29,14,65,213",instructions              #    1.42  insn per cycle,-51.70%
,2.632125221,"1,91,826",branch-misses,-73.82%
,2.632125221,"43,16,410",cache-misses,-79.14%
,2.632125221,"1,01,29,345",L1-dcache-load-misses,-73.82%
,2.632125221,"10,73,877",L1-icache-load-misses,-68.51%
,2.632125221,"13,78,124",dTLB-load-misses,-68.10%
,2.632125221,"6,223",dTLB-store-misses,-68.10%
,2.632125221,"21,102",iTLB-load-misses,-36.80%
,2.632125221,"4,37,614",LLC-load-misses,-42.11%
,2.632125221,"33,803",LLC-store-misses,-42.54%
,2.632125221,"1,94,079",branch-load-misses,-53.17%
,2.632125221,"20,20,56,237",cycles,-63.20%
,2.632125221,"27,67,70,616",instructions              #    1.37  insn per cycle,-68.52%
,2.707346533,"1,93,834",branch-misses,-57.45%
,2.707346533,"44,21,546",cache-misses,-68.09%
,2.707346533,"1,04,48,624",L1-dcache-load-misses,-69.74%
,2.707346533,"11,46,373",L1-icache-load-misses,-75.05%
,2.707346533,"13,72,806",dTLB-load-misses,-80.37%
,2.707346533,"6,523",dTLB-store-misses,-84.05%
,2.707346533,"22,929",iTLB-load-misses,-35.59%
,2.707346533,"5,08,908",LLC-load-misses,-30.27%
,2.707346533,"30,747",LLC-store-misses,-24.96%
,2.707346533,"1,97,643",branch-load-misses,-30.27%
,2.707346533,"20,27,50,857",cycles,-36.19%
,2.707346533,"28,00,60,926",instructions              #    1.38  insn per cycle,-46.82%
,2.78257106,"1,87,219",branch-misses,-78.72%
,2.78257106,"45,52,074",cache-misses,-84.04%
,2.78257106,"1,02,85,651",L1-dcache-load-misses,-82.40%
,2.78257106,"11,13,234",L1-icache-load-misses,-77.09%
,2.78257106,"13,29,942",dTLB-load-misses,-71.77%
,2.78257106,"5,970",dTLB-store-misses,-68.10%
,2.78257106,"21,908",iTLB-load-misses,-28.23%
,2.78257106,"5,46,267",LLC-load-misses,-33.54%
,2.78257106,"28,880",LLC-store-misses,-38.85%
,2.78257106,"1,94,867",branch-load-misses,-49.49%
,2.78257106,"20,13,73,354",cycles,-60.12%
,2.78257106,"27,66,77,898",instructions              #    1.37  insn per cycle,-70.75%
,2.857797606,"1,73,608",branch-misses,-57.45%
,2.857797606,"46,79,347",cache-misses,-68.09%
,2.857797606,"1,00,51,891",L1-dcache-load-misses,-68.08%
,2.857797606,"10,55,962",L1-icache-load-misses,-68.10%
,2.857797606,"14,10,017",dTLB-load-misses,-71.81%
,2.857797606,"5,598",dTLB-store-misses,-77.13%
,2.857797606,"20,643",iTLB-load-misses,-42.54%
,2.857797606,"5,89,214",LLC-load-misses,-38.84%
,2.857797606,"30,294",LLC-store-misses,-33.51%
,2.857797606,"1,76,611",branch-load-misses,-38.83%
,2.857797606,"19,93,76,799",cycles,-44.15%
,2.857797606,"26,46,84,033",instructions              #    1.33  insn per cycle,-49.47%
,2.933016315,"1,77,683",branch-misses,-72.84%
,2.933016315,"47,92,110",cache-misses,-83.48%
,2.933016315,"95,97,091",L1-dcache-load-misses,-84.04%
,2.933016315,"10,20,962",L1-icache-load-misses,-84.04%
,2.933016315,"12,87,873",dTLB-load-misses,-80.33%
,2.933016315,"5,218",dTLB-store-misses,-75.02%
,2.933016315,"16,142",iTLB-load-misses,-21.28%
,2.933016315,"6,29,135",LLC-load-misses,-24.98%
,2.933016315,"25,184",LLC-store-misses,-30.30%
,2.933016315,"1,76,426",branch-load-misses,-40.93%
,2.933016315,"19,67,65,374",cycles,-51.55%
,2.933016315,"25,72,56,155",instructions              #    1.31  insn per cycle,-62.19%
,3.008224758,"1,45,987",branch-misses,-63.33%
,3.008224758,"53,18,978",cache-misses,-68.65%
,3.008224758,"83,87,884",L1-dcache-load-misses,-68.08%
,3.008224758,"8,17,497",L1-icache-load-misses,-68.09%
,3.008224758,"11,48,982",dTLB-load-misses,-68.09%
,3.008224758,"4,749",dTLB-store-misses,-68.57%
,3.008224758,"19,763",iTLB-load-misses,-42.55%
,3.008224758,"8,66,411",LLC-load-misses,-42.55%
