,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,cycles,instructions
31,197303,4050231,10672874,1173851,1420205,7959,21468,518765,36084,182030,204284324,296756653
32,217356,3856516,10835398,1232058,1457834,7194,25872,387932,34135,218728,207870861,302966834
33,181919,4146532,11033144,1129079,1470095,6555,25788,457983,28211,176450,204616320,291465213
34,191826,4316410,10129345,1073877,1378124,6223,21102,437614,33803,194079,202056237,276770616
35,193834,4421546,10448624,1146373,1372806,6523,22929,508908,30747,197643,202750857,280060926
36,187219,4552074,10285651,1113234,1329942,5970,21908,546267,28880,194867,201373354,276677898
37,173608,4679347,10051891,1055962,1410017,5598,20643,589214,30294,176611,199376799,264684033
38,177683,4792110,9597091,1020962,1287873,5218,16142,629135,25184,176426,196765374,257256155
39,145987,5318978,8387884,817497,1148982,4749,19763,866411,22795,157828,184463275,222721679
40,150579,5133608,9237025,904996,1202943,5218,19717,603899,25270,152129,192967768,243004470
41,161961,5076704,9578475,997258,1320944,5348,22053,662680,26810,163979,195710689,258347086
42,126383,5469095,7728908,747806,1080211,4339,18221,973660,22246,131449,179318897,205182073
43,150367,5253559,9160912,874050,1308830,5040,15113,846129,21852,156064,190037964,240728521
44,145696,5266065,9468895,865290,1233896,4565,18262,718444,27895,152480,193623815,249883873
45,131268,5304240,8510837,822002,1167492,4621,22731,1051047,27526,142282,183514598,227903707
46,125046,5519771,7199240,750034,973738,4101,19545,1136159,21537,116539,169550097,193531534
47,121638,5789774,7085262,684836,950344,3375,14950,1284965,27053,113482,167841330,186234176
48,107646,5822974,7046631,689948,933739,3675,14177,1273319,16054,101090,165074744,179420179
49,103345,5894105,6828685,614537,974049,3517,13609,1307293,21690,124454,164213936,179068200
50,104535,5764365,6758371,649050,932905,3563,12755,1331406,19758,104000,162108629,175381264
51,93472,5917553,6748573,628567,953280,3271,17967,1353446,12188,86180,160050587,171141918
52,101566,5830882,6755253,633603,943112,3374,12931,1305172,20264,103033,163894719,175522860
53,98909,5839938,6675711,593863,940970,3142,14914,1317782,18866,103046,161780982,174730440
54,88824,5925985,6691436,602804,923399,3396,15347,1331720,16962,79905,161276637,169613822
55,110566,6016363,6602507,595931,893191,3242,15064,1365577,15217,113769,162168036,170468854
56,99962,5910787,6687855,612245,934227,3478,14463,1348272,17153,100929,163835298,173394527
57,96060,6016055,6551416,608099,909592,3267,13075,1391463,18265,95802,159953206,170634592
58,111417,6072735,6459286,595093,910838,3256,17875,1408709,26244,109371,159159724,171717744
59,91171,6063631,6371339,608426,882616,3452,12973,1462376,14540,89200,156416873,166024008
60,89213,6108821,6256796,574038,878568,3307,15031,1429591,16881,87291,156859153,162545923
61,98705,6026051,6354904,607868,897379,3126,14545,1371811,24981,114438,160877805,171007151
62,96988,6124767,6195351,545714,853462,3145,12712,1466513,15160,92901,154634685,160183148
63,99700,6293123,6108294,493951,857556,3078,13271,1518441,14506,96901,152969947,161579397
64,85810,6177830,6265479,589542,879817,3247,11938,1467075,17150,87831,154038382,159681285
65,83096,6123407,6209804,574544,885242,3058,13579,1493716,14439,82653,153892008,157906121
66,82447,6215747,6293578,522912,902673,3131,11341,1481900,12741,89071,153721495,159706969
67,96799,6175728,6157629,524676,857220,3262,13693,1461443,19216,86428,155725827,161651981
68,90921,6122970,6252069,569117,877449,3330,12514,1471792,16506,91851,155547286,160422287
69,98166,6155773,6213783,525114,854288,2960,14080,1495205,17659,105603,156711067,163148684
70,82638,6309245,5924936,519647,845718,2969,14238,1566108,13796,89662,152245164,150312725
71,92027,6352640,5770876,464193,834715,2945,11720,1487408,14019,79636,150200660,151252160
72,88693,6333818,6080042,510203,872220,3074,14882,1434827,14698,86025,156552597,159024396
73,88305,6219453,6042526,526332,851078,3076,15161,1538786,15916,91901,150177569,154831166
74,83073,6292622,6065732,487081,875497,2883,12668,1532996,18886,80953,152353861,157386408
75,93732,6260746,6101335,494436,841240,3033,13248,1563037,14417,81049,153597302,156901564
76,67436,6328445,6029627,477077,861231,2689,11911,1580933,14057,68673,149949416,152289354
77,90748,6190902,5972989,499512,850289,3114,15266,1581865,16477,90846,154359431,156129854
78,94169,6318513,6006522,529798,847663,3271,10374,1588610,13130,88179,153525502,156452614
79,80652,6326355,6026524,466551,854792,2819,14744,1561743,19547,90284,153524243,153546758
80,77096,6372569,5948323,483099,840335,2763,12782,1630902,11134,83795,150933162,150070336
81,68303,6351730,5904088,504559,861115,2788,11638,1673496,9306,65893,147551986,146937179
82,68643,6413236,5881902,451078,845492,2733,11546,1682116,12679,64162,146736026,145442932
83,305506,4083224,7413926,2895483,538633,9668,12866,827420,53664,367262,177460434,282716249
84,598574,81747,12870236,4072449,14552,7049,8872,6466,45439,601360,231200641,501962407
85,589843,48240,13578986,2135660,20787,4471,6924,4949,28188,597337,232179515,483942404
86,633412,35545,13833920,1572849,42632,3625,6399,3784,23560,596298,232260190,487032034
87,609596,38641,13903099,1581547,102214,4380,6276,5603,18321,609554,232209501,485175554
88,592178,42160,14062385,1252295,150225,4805,7683,5589,17263,595256,232152639,483295798
89,628826,38215,14111191,1053385,205187,5232,9074,8648,14780,634282,232071115,483309818
90,588525,46763,14163043,1099652,267512,5712,7950,7982,16292,575705,232123114,480178330
91,595410,54971,14179129,1140512,374707,5977,8993,11262,18336,536530,231923302,478362960
92,569859,78444,14177430,1172800,507390,7960,10679,11437,11362,602131,231463220,475891787
93,534877,169674,13857401,1184952,542983,7400,12901,29047,14307,509954,227686354,461895439
94,549810,134147,13964094,980833,527452,7555,12545,21039,12917,544551,228745236,466173603
95,504375,208590,13869732,937520,566558,7186,11432,33159,13682,445564,225583636,452184829
96,531650,245731,13772480,836132,568281,6724,10989,35096,10722,541896,225974239,455778215
97,530751,465689,13427102,917077,596289,6625,9941,95402,9281,529461,224032097,443111560
98,503382,524680,13506856,887065,588517,6336,8550,76637,13698,483004,224448668,441400468
99,554730,450419,13530111,789364,585309,5563,7672,65969,10463,580597,224454384,447623141
100,550828,506007,13468438,859328,612026,5940,8528,70300,10496,570677,225313270,448861423
101,485361,689890,13411502,843817,639359,5866,8370,107485,10347,500441,224021289,436054722
102,519127,726099,13166192,772207,564967,5400,8173,111043,9870,510651,223758014,437937679
103,465849,1128141,12794854,795487,633237,5874,8693,190977,11524,454064,221167764,417418567
104,566060,921313,12869991,557345,480906,4981,7073,145576,7146,529958,223034971,430309559
105,497038,1032585,12903807,638954,545667,5005,9117,150364,8485,496803,220709548,424051308
106,447199,1226100,12784696,630169,628851,5132,11380,169942,11310,445774,221437236,415063197
107,436694,1351665,12796112,718467,630034,5763,10463,192457,9478,435005,220714432,411610073
108,505887,1283968,12744828,534014,490057,4407,11528,202047,10344,477360,221238189,421892530
109,406729,2011615,11763314,605296,585928,4712,11068,372264,12190,392612,213247888,377401024
110,451161,2045407,11797271,604921,529573,4503,12168,268489,8646,410519,215295080,386376232
111,428149,1885819,12202339,555051,550866,4363,11598,266398,8486,397493,216773586,387229972
112,429229,1975749,12104528,633907,602392,4652,8029,273152,7097,449414,217635761,391660845
113,354549,1945562,12550566,755857,743577,5142,11076,252495,9535,372153,218082970,390483263
114,451276,2076140,11976767,632343,619503,4427,11552,324424,8498,446856,216538425,387832420
115,405368,2881927,10830360,547260,515352,4497,9982,372008,7080,410483,211573153,359698475
116,442729,2496429,11352978,552608,573153,4397,9340,235242,6517,559001,216089083,384162700
117,479400,2373980,11483694,516047,514833,4262,10426,344318,6258,480473,214478768,381330456
118,437097,2648807,11681981,505922,544238,4129,9403,394629,8059,411191,214447252,374073418
119,371757,2805496,11398101,538328,567651,4040,10944,397502,8445,349550,213710241,369206370
120,343783,3159420,10648660,538232,539616,4205,11318,488487,7538,337754,208855325,344694495
121,349926,3053403,11180762,507378,578416,4368,12796,362966,8620,321535,209274129,351808092
122,455792,2740165,11179734,439046,457446,3290,8741,434151,8632,420144,212043310,365417849
123,346252,3322473,10738073,503925,527558,3782,10796,583761,7000,333318,207561471,337030204
124,410060,3065098,10894322,468069,558525,4312,8790,384654,7332,431268,210628961,357483382
125,269651,3733275,10515328,526144,556751,3245,11338,488468,7871,283670,208508957,325994866
126,343986,3676365,10410493,433894,538541,3476,10377,540243,7419,349060,206480765,338248143
127,292662,3469247,10885471,463117,536998,3736,9748,513767,7724,267104,208660459,334227748
128,408766,3367829,10657718,433655,509344,3719,9458,517595,6896,401397,209825139,348630535
129,347338,3580345,10839257,510451,694918,4251,9820,486140,7912,376046,209412323,341564864
130,388854,3751338,10108096,440557,537361,3679,9513,675321,5195,355355,202960907,328293869
131,335652,4060491,9934049,464163,484348,3516,9204,551827,9810,340752,206084269,321538654
132,423269,3342609,10623424,369713,461133,3359,8000,518285,9433,471113,209215914,348514957
133,386235,3685949,10654078,476301,578662,3838,9258,512077,5422,388089,206281051,334722087
134,320997,3880760,10574346,514854,587804,3612,9272,564603,9229,347753,208052003,330350550
135,327088,3888771,10461266,506643,559534,3970,8772,608097,5311,340113,205869664,333050823
136,358214,4271241,9614583,375146,485947,3370,8454,738414,4391,361513,201885223,306368047
137,346985,4330447,9937363,391031,453004,3032,7106,639459,5653,313975,201277384,310395729
138,412948,3806657,10275791,362190,439675,3408,7769,647913,4880,353058,204295447,327883844
139,271890,4446808,9528540,429922,515123,3476,9201,723412,6991,223403,203578869,306294126
140,308900,4364831,9930022,469435,503894,3330,8996,671486,7811,297205,202160608,308226947
141,360196,3984936,10099142,448735,477637,3421,7170,553304,4205,367008,204387422,326138281
142,262491,4626384,9844524,416086,558374,3501,8799,762576,5581,267996,199818896,302517095
143,324561,4336883,9865562,397317,470558,3183,8655,706753,6428,350753,202387893,316917171
144,265202,4375333,10196459,417684,560855,3172,7452,721782,9515,299987,204261472,318168169
145,343002,4211881,10054774,357480,419726,2878,8043,702375,6797,333262,204078744,321033939
146,291902,4607407,9574919,350373,470999,2882,9396,699823,5241,226461,200025901,307457145
147,316596,4669765,9379004,386475,470204,3051,8049,739361,5237,299693,199405411,298563786
148,318256,4600278,9729273,349307,418543,2771,7879,831420,5199,308527,199763824,295932050
149,301524,4699499,9120600,338717,452127,2791,8676,767005,6227,270862,195806017,288601870
150,306344,4659149,9508662,342511,431809,2884,8243,786138,9153,302712,199083430,297830814
151,315344,4655843,9392561,377760,497849,3067,8151,764221,3799,358131,196197124,292137115
152,394065,4287385,9577612,306167,388538,2795,7915,749006,4228,390945,202167079,316572743
153,288484,4909298,9455333,382311,547094,3155,9779,750869,5863,285811,199550827,284022962
154,360650,4519620,9272702,332545,430206,2968,6617,597295,5464,362034,200099547,307072357
155,319659,4699450,9165882,353097,458103,2712,8238,792525,6643,269841,195723164,282583981
156,351440,4579957,9255557,339307,467054,2991,7439,753515,6289,378153,200423402,305670816
157,333719,4793520,9348748,289190,405083,2582,7612,782927,3744,329715,197233884,293864051
158,300734,5080560,9028489,362628,481943,2676,9014,896334,4337,279925,195329573,289454056
159,306494,5061484,9138890,387089,453365,2779,7551,968729,4927,336055,197406419,290133645
160,345091,5018486,8641834,289229,410058,2413,8918,933354,5459,328368,190701583,271895991
161,269265,5390906,8461670,340878,455486,2519,7169,896226,5298,292273,192969288,270571629
162,264319,5245568,8503469,310914,424210,2600,6934,973528,7094,274125,189730826,261904424
163,306870,5136209,8342978,317763,434042,2681,7393,986122,4011,303681,189805582,271859352
164,292611,4929856,9022982,318695,466916,2834,8041,871634,4352,260906,193998234,287740943
165,301719,4996662,8708130,333985,459965,2564,6726,819326,5559,303681,195697165,286233322
166,310054,5022403,8865036,310319,436895,2813,8522,807658,4555,329177,193792317,283100166
167,319987,4874146,8932523,300904,441348,2508,6433,964831,5069,254749,193953122,285110470
168,253976,5188334,8829790,352164,511141,2659,9266,929735,5657,251419,194043318,269996439
169,280745,4879965,9034646,333761,466852,2900,8782,902371,4810,217042,190791841,271318759
170,253201,5300593,8709541,319937,495707,2524,8437,809399,5550,253072,192919525,274289935
171,329864,4983304,8694334,332843,475540,2461,7543,888479,3673,307791,192295729,278910184
172,283837,5281543,8508255,310176,415725,2202,7721,960355,4539,246817,192983543,274790482
173,237996,5226395,8924461,294806,493192,2714,7512,922651,7631,238044,191619889,266584391
174,328829,4843331,8592451,308526,410521,2246,8149,886143,16763,315678,192667450,293151232
175,276675,5353188,8508804,303670,434269,2736,6888,966014,2770,286656,190867033,263968680
176,296435,5060127,8555347,320528,437888,2825,7456,968299,3495,284270,190532831,264742143
177,257704,5305699,8552598,308231,472941,2687,8923,994908,6699,269317,190564475,264865399
178,267915,5424899,8474207,274305,453479,2636,8012,950459,5077,286094,193231338,272450199
179,248808,5272504,8820193,343978,487298,2771,8604,952198,5095,236664,193423516,271459289
180,292901,5235152,8746644,334383,485799,2550,7480,860043,3986,280764,196312763,278636510
181,259099,5205338,8530873,355708,484702,2682,8672,932491,5985,198614,188690760,267164170
182,168316,5728869,8222282,321615,452938,2754,8136,991488,4969,164525,185741183,241083511
183,262293,5211192,8449343,291527,412017,2538,7507,1077693,5420,302794,190943772,267279197
184,215599,5547892,8081783,335622,472949,2487,8695,1048630,7044,216892,186676831,249838168
185,281370,5078521,8792915,261799,421271,2466,7907,945664,3098,325283,196531547,278920208
186,225120,5636968,8192313,292484,445884,2300,6667,995079,3365,233922,186484748,249896761
187,239224,5506491,8423847,312507,525822,2590,8123,1032599,5767,243894,189552809,260695209
188,279641,5070324,8697175,290228,430879,2291,7558,838291,4950,243691,190449600,276567906
189,235845,5437801,8167414,313634,432953,2421,8353,1080099,4368,222522,186818338,254530773
190,275491,5198931,8724622,297738,422719,2377,5976,1045410,3794,307867,190958417,279658673
191,236018,5474020,8057338,279984,435471,2517,8607,1064882,6207,249655,186431255,254349438
192,165518,5953778,8056627,329222,517259,2747,7840,1186386,3764,191490,181421137,236731600
193,254620,5468613,8261091,269203,441410,2465,7077,1027223,2913,245436,186908583,258599055
194,199041,5396358,8182643,314431,427182,2373,8408,1068759,5502,172192,185268427,244593242
195,210930,5299355,8389470,317915,465686,2703,8953,1116339,4746,197757,185251474,256240236
196,286860,5188824,8545566,285090,404476,2406,7344,1014762,3276,325289,191401679,274369817
197,210047,5507826,7925262,289028,457006,2536,8098,1154635,5501,177730,183191260,236835739
198,189023,5727247,7833951,263111,456334,2449,7332,1164213,5242,145935,179033910,234749669
199,194950,5680101,7960751,285008,470250,2555,7623,1190196,3327,233400,180789562,240352001
200,232176,5571374,8031094,284957,435393,2672,8214,1189479,4717,185139,183653384,251482616
201,220757,5906730,7814157,264216,435477,2457,7926,1148371,4469,217472,181381232,249698098
202,188634,5743368,7875055,312989,458347,2265,6318,1112147,4826,220320,181516011,238780213
203,235485,5831586,7906063,288243,458170,2440,7088,1111441,3397,246794,183715575,252418086
204,184149,5801740,7844042,254612,453050,2203,7801,1231603,5067,170214,183108819,243611059
205,121483,5985259,7819446,301013,488865,2485,7411,1262094,4621,121627,179483772,228445046
206,292014,5283821,8037746,252516,376146,2176,6970,869335,3720,318623,186782891,256491474
207,239256,5609285,7921963,306755,482507,2700,7286,1064847,3674,255553,185073208,245165782
208,163699,6108647,7626726,311033,499251,2445,7202,1201377,2910,174560,179929879,227623886
209,184536,5646333,7954409,296883,426606,2524,7413,1273437,5305,118754,181967139,231787142
210,197974,5836966,7599911,256765,434298,2329,8337,1145418,6138,187888,179697799,232761289
211,259135,5496626,7989484,289647,451804,2394,7796,1025681,3096,310935,184807597,257387166
212,207597,5599485,7944153,308050,410026,2597,7513,1165433,4315,192371,183259179,236661467
213,205544,5884936,7600872,268447,403676,2197,7274,1270540,3751,216574,180504155,237691698
214,231193,5634826,7704855,270362,414602,2230,7310,1170600,4448,194442,185727913,246150516
215,217942,5905782,7769314,318541,467025,2225,8041,1204729,3552,231296,180554470,236473954
216,156494,6006389,7598541,270025,495908,2216,7433,1304380,4639,149932,178396907,223792119
217,203543,5823061,8089028,254863,388076,2108,6701,1152385,4547,176511,183655429,243293763
218,279943,5480919,7981380,244085,426540,2454,7374,1072305,2501,301665,187256761,255351647
219,261846,5758719,7730561,214262,393168,2329,7406,1037945,4134,280075,187053064,252584801
220,278621,5494165,8244671,249784,454763,2461,7700,980195,3376,294930,186709580,276087811
221,141428,6165482,7600489,251234,475207,2332,7953,1295769,6506,140465,175716413,219260176
222,226512,5910828,7609441,254853,419803,2021,7742,1124671,4562,214595,183268410,238973332
223,217301,5811449,7805722,230838,373557,2211,7385,1318287,4070,175835,182463435,242321561
224,124166,6098738,7527061,269658,462666,2303,6784,1228235,3809,121442,174180907,216739480
225,226778,5716245,7680425,248220,422953,2164,7299,1177788,4543,201494,181651663,240176330
226,229846,5914267,7326884,232215,441560,2267,7012,1263258,3658,235070,182045952,236437854
227,83323,6402431,7263970,267775,498583,2231,7446,1244020,5586,78620,174104237,200883233
228,234215,5960785,7596501,256174,508286,2371,6367,1114466,3278,291219,182555485,243993775
229,201994,5847335,7928197,290420,463074,2354,7913,1368405,3511,120118,174569145,243646091
230,227363,5967015,7463303,233214,421308,2100,6838,1257438,4540,182428,177922915,238195909
231,196836,5982467,7482808,207703,430022,1904,7679,1406265,6800,162296,177376504,230588187
232,194282,5909536,7782630,245792,432799,1980,7488,1328433,3968,135861,176101840,221003042
233,193163,6336580,7356648,223977,440411,1831,7207,1279487,4298,175739,177341657,227156579
234,196692,5997336,7496763,219197,420953,2155,6550,1351026,3511,192815,179287046,230189863
235,186425,6022272,7410369,224179,414945,2289,7182,1287105,3858,180802,176347195,217799324
236,185312,5644273,7638410,227688,450710,2328,7951,1183964,2786,223048,177926525,226877957
237,242228,5531593,7834344,278285,419603,2518,7328,1350368,5877,192521,179122798,241004481
238,240824,5542314,8129021,205240,367343,2459,6720,1216736,3799,184041,181851025,241469841
239,209434,5876537,7723939,208820,401762,2296,6930,1263483,3730,198577,176374697,227379497
240,222932,5753420,7761329,264905,460653,2257,6893,1235420,5495,233545,182049716,237896547
241,300193,5417395,7926213,241268,394212,2473,8167,1235846,2785,343755,191060766,268039152
242,169201,5980953,7462515,255731,476002,2311,7063,1338669,4428,189642,177480940,227994005
243,209388,5826295,7641969,226506,390128,2075,7038,1463448,4081,157966,178712867,238087225
244,155831,6193449,7211942,249250,486408,2421,6687,1463131,3399,143256,173295133,216953920
245,265603,5682221,7720775,215693,362952,2117,6569,1257060,2555,237447,181908458,258099426
246,198856,5872778,7450961,240934,461628,2123,7681,1262803,5689,238775,180283842,225854268
247,160717,6236931,7277943,263987,508757,2048,7554,1221971,3823,187383,180146101,224882678
248,168826,6307856,6985359,218280,416817,1979,6697,1583088,4177,144488,169121262,211776720
249,202439,6013542,7432878,191956,355134,2035,6997,1359274,3610,190310,172235198,216060609
250,195414,5932671,7537178,253685,432807,2058,7523,1591664,4079,216333,182484039,239410474
251,277608,5588804,7887301,220942,382098,2286,6537,1368226,3479,247273,184485962,257936085
252,138662,6262986,6813315,247909,453026,2328,6623,1270104,3051,190358,172355961,210763057
253,99182,6367580,6974387,271769,466223,2136,6817,1514702,4830,112007,167340081,196804440
254,211985,5945101,7677131,225601,385416,2299,7074,1394335,3492,154189,176387688,219077402
255,194467,5873135,7458297,213145,424664,2160,7802,1402180,2378,178140,172643515,214954172
256,185347,5920315,7300683,212478,415932,1974,6915,1307740,3298,202105,176455150,228274476
257,185025,5909366,7533393,238142,432959,2146,7115,1130035,3497,224811,178764233,227953768
258,143641,6446219,7137085,244032,470588,2079,6766,1390241,5727,156052,176151307,215840580
259,226745,6097370,7433762,189967,389176,2030,7589,1430663,3350,213702,176982859,234295109
260,204775,5833266,7577858,223410,435985,2007,6008,1162319,3906,200584,177305534,237085847
261,642961,894651,10769580,4293438,141058,10779,9679,52007,86385,660973,228284953,458374092
262,808293,134266,13482053,2951552,57457,7242,5775,22465,41432,811185,231791685,418247225
263,872388,108380,14134882,2225033,124667,7263,9726,19393,30069,875710,231909137,410651071
264,851174,97811,14072213,2029173,255317,9148,11767,15931,25254,868508,231601695,403864864
265,889249,95461,14535241,1720808,400696,9845,13137,19482,24938,881691,232173874,403415382
266,886448,114623,14452334,1592733,518467,10360,14262,20610,26626,897051,231091573,398351422
267,874371,121150,14566716,1466642,626195,11135,17258,23636,19846,879599,230062810,393773127
268,871015,162124,14258411,1407889,684108,10582,14015,28657,24160,853103,228758746,388391350
269,851040,195497,14158432,1278728,741350,9769,15368,34037,19518,863374,226516678,381001856
270,855345,207931,14119342,1268900,779101,10812,16122,35602,14959,882000,226228348,378398707
271,835194,261625,14121839,1182752,790538,10840,17039,39431,16228,832904,225213122,376361730
272,828304,340602,13982758,1221428,833597,11009,12987,53525,18794,838909,225670580,373844280
273,841506,399196,13883652,1105602,850649,9706,13850,64737,16723,856589,225191121,370574928
274,857210,569071,13812141,944090,821102,8253,11839,96128,14305,839627,223859327,361611065
275,822825,765500,13638140,920910,783684,7930,14970,132248,21244,814960,222544966,357403651
276,824455,694337,13663103,920910,826341,7214,11711,110489,17472,817672,223237569,358848967
277,834976,787235,13531701,927738,820807,7739,11918,118503,11840,868265,222848757,356035900
278,848178,918712,13515748,826236,806325,8181,15050,136391,13229,815762,221404292,353709873
279,810383,1067302,13404873,815594,807648,7613,12509,191164,13710,785469,220987440,346255749
280,785780,1203865,13091179,817875,824380,7370,11822,185898,15242,821736,220868457,340978914
281,794775,1256705,13068040,806174,825985,7545,11539,180376,12510,775676,219392583,337525271
282,791814,1332134,13060808,719986,807229,7303,12272,231277,14520,810164,218505553,339519577
283,772683,1642427,12738698,714583,785101,7234,10796,240857,11695,782837,217889758,330729801
284,712125,1808476,12451843,745242,787100,6339,13090,292173,16146,706222,216210542,320095688
285,796956,1777717,12606699,667943,789446,5758,12357,284916,11534,837644,220036146,336129384
286,763109,2045468,12490648,669618,774196,6216,10886,308885,13355,757027,215965891,324689867
287,737351,1990062,12354915,666576,743040,6245,12027,370286,14933,723303,214551265,314374863
288,774986,2229804,12438593,594858,732653,5979,12216,352105,7439,767482,213798050,315835876
289,778032,2294153,11931877,604888,730648,5684,11934,350835,10406,791825,214809481,317100308
290,667179,2847111,11115902,630766,718269,6078,13075,517154,18110,654888,210380787,292282418
291,712712,2826457,11752784,577564,713517,5777,11893,438357,13469,719115,210730725,295605050
292,687865,2907196,11224172,623153,749223,5720,11780,476661,13579,684589,209627727,293017023
293,717142,2870904,11606255,605551,744688,5333,12400,459218,13421,749831,210908344,301557703
294,665489,2933618,11271489,647292,743316,5356,12133,480583,15037,608473,208110322,289529581
295,683929,3122575,11193555,579986,759165,5942,11273,470454,10078,690141,208529844,289344728
296,633111,3467195,10729305,567565,692949,4972,11606,535088,9947,624637,205878648,275658138
297,687434,3272268,11359653,496315,664030,4598,11176,586112,8594,694739,207537829,285001871
298,684472,3438519,11088003,516042,671368,4470,11521,557321,10150,676464,206495990,281458665
299,638210,3706390,10524830,499398,681616,5262,11235,683683,6486,620417,204503621,267257530
300,670280,3754666,10511571,515048,659947,5061,9471,603378,10628,660044,204888031,277188630
301,613116,3885494,10390784,482664,660432,4908,9753,619063,9513,604654,204106304,266482158
302,674780,3887738,10707174,462084,654746,4534,10577,669777,8606,646810,203576325,274727028
303,699861,3827458,10757880,458205,643952,4372,9799,617556,7116,661106,205625594,285137329
304,561173,4167073,9798395,539156,709107,5462,10844,707695,12617,568171,199326596,252064361
305,618183,4114218,10221781,459503,633524,4954,11015,648764,9171,593021,201071793,260985884
306,590045,4330565,9746111,471974,675829,5006,8458,743978,8116,621317,200918146,253621296
307,599943,4386473,10100364,479370,659391,4555,8947,779177,9786,610545,200675147,255287770
308,582374,4362656,9676565,484029,645016,4680,8526,733056,7761,563094,198475753,247692427
309,567224,4474804,9549975,467532,623711,4462,9907,810545,8688,565535,197596772,242359016
310,584519,4464479,9930841,450210,647172,4222,10156,828725,11160,581881,199839720,249882629
311,607623,4548642,9855351,432777,615560,4005,10850,720671,8503,592122,199699320,255433313
312,570831,4817104,9628954,376895,606086,3548,10066,881403,6105,600816,196546292,237199257
313,570087,4532247,9677220,438403,628049,4278,9758,857166,8866,590218,198511004,243593820
314,555088,4763745,9315477,418737,610431,3995,9676,911880,5852,564385,195883256,237270603
315,605463,4882007,9817875,384427,604888,3661,10431,749758,4678,638452,199380058,255508848
316,595636,4809486,9418427,378205,614549,3655,9985,852744,7234,603665,197891476,244730879
317,556911,4750347,9347610,433407,631712,4044,8032,941408,9231,580947,197092400,238490549
318,542281,5010051,8746956,413688,617409,3817,7999,965557,8443,538297,194373437,229486324
319,489671,4935828,8781483,405020,621589,3901,9734,914505,6381,488817,191268090,220233653
320,545234,4955326,8944316,431022,617774,3738,9510,996148,7429,548160,192598788,231411187
321,515773,5215934,8540128,374560,604846,3791,9122,992650,8644,505236,191104781,221761833
322,532503,5062388,8622386,432812,584833,3995,9474,1039136,9233,534590,192152685,231369697
323,533126,5142119,8933033,381835,595351,3735,8210,930561,8177,550763,192426973,231269523
