,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,cycles,instructions
135,294462,120600,4759505,336449,30660,8884,10007,4896,24918,290580,231755769,535637234
136,315654,82183,4855521,328575,29120,7819,10661,3591,22174,307133,232131409,537443359
137,299744,94151,4772601,316070,26833,7888,10041,3455,22810,303983,232154852,538041824
138,295653,87725,4769908,312786,28505,8723,8536,2554,20529,285895,232157970,540173248
139,311546,90525,4754015,325755,27833,8597,8665,3872,29126,300253,232149608,537104819
140,292729,88199,4682907,323306,28929,8826,8737,3571,19837,298490,232165930,538076752
141,301803,87393,4818697,324321,27421,8266,10466,3548,16852,288076,232151962,538615658
142,306071,82041,4833424,322521,28750,8513,9933,3200,17273,323629,232205215,538724807
143,323657,99239,4753687,344372,29775,8044,9492,8474,25261,316893,231767851,535640977
144,308570,97932,4623366,327700,27390,7695,9320,3986,22504,304123,232167789,538181930
145,341734,81145,4794188,313541,27128,7985,10353,4558,20386,352530,232157929,537695076
146,310456,93987,4760698,327401,29306,8482,9175,2875,36917,316202,232170720,538186554
147,295724,94472,4739800,329647,29201,8364,9283,3930,23549,284580,232147888,537783890
148,308343,84883,4861417,316781,28725,8508,10607,2875,21350,283674,232171845,539354491
149,332703,88740,4702276,321970,26461,7844,8157,3592,23310,358815,232132102,537331860
150,321518,76166,4656613,333422,29329,8274,7927,2351,16058,313180,232137284,537183588
151,353068,78446,4719552,325261,29450,8463,10865,3423,20173,342818,232169895,537470603
152,312856,75473,4803983,332976,28498,7702,8720,2907,16136,315938,232141425,537675688
153,309450,81349,4708434,316424,27627,9090,9703,3234,20268,320414,232180870,537929460
154,319958,79063,4805613,322814,30039,8949,9832,3235,16769,329356,232120702,538299820
155,351645,73194,4683637,327628,28920,8241,9407,2435,16038,328572,232177239,537152648
156,315188,81368,4622092,329914,27284,8216,8593,3723,20390,306219,232037764,537308820
157,384552,102451,4603472,329610,28104,9069,8717,4119,17702,377734,232117085,538208842
158,324893,92014,4702293,331195,28657,8021,7689,4292,28844,315491,232139607,537710182
159,314942,98468,4715268,325472,28860,8104,8595,4188,33658,307173,232171670,537090677
160,351896,100588,4752217,327564,28148,8640,9238,5356,28607,357080,232143666,537294921
161,354082,88760,4637073,311907,28068,8661,8653,5277,21964,363616,232153550,537295898
162,326959,93755,4679030,324243,28441,8573,9032,3139,31028,310360,232175384,537691968
163,386809,70867,4565059,331576,28989,9569,9612,3077,16468,385378,232122163,537685944
164,348097,82407,4751942,320700,29775,8647,8340,3320,20996,316099,232084576,535886590
165,351272,87901,4644065,338353,29229,8315,10175,3669,21810,345204,232189502,537006453
166,341592,75993,4586364,334579,27952,8525,7926,3318,15434,349478,232079921,537806166
167,359842,85271,4791709,330555,29401,8757,10772,3862,23139,348606,232091220,537753574
168,245305,802003,8719055,645264,21667,32734,5621,132557,77786,222057,227908404,503866034
169,127859,670608,6922556,3364988,10947,2246,4074,62595,15518,128329,224709594,599427665
170,126107,1694176,9389028,2743659,29705,68455,262,141958,370733,124694,225721712,564583813
171,277499,3109010,16019204,72466,6278,193752,546,118329,433156,314245,223923890,523422206
172,499303,2080895,18282485,25850,8560,41835,224,112081,95623,612546,222413055,629323922
173,585394,2087488,20152158,28207,4829,15374,67,108243,100876,718192,223691780,635991297
174,473181,2281464,18379976,23353,5579,23391,97,159095,224631,488917,221602320,607099700
175,515468,2152197,18324209,30709,2881,12597,296,153739,225976,485127,222309550,637259115
176,640703,3421435,16622795,29530,6310,57029,338,131081,100280,735779,222721535,620609142
177,1679827,282661,12681258,31785,1173,1158,63,13009,16783,1675256,232211128,571761851
178,976795,1978460,13981341,29305,23555,39971,306,42023,86870,871682,230192293,612591964
179,851307,1737448,2846668,22572,88095,14644,387,139996,509449,767974,222763833,622314215
180,451109,1251748,3452520,660519,59271,8422,7912,35309,25839,283498,229308098,599156931
181,592702,374826,4715201,1751826,2574,3349,14698,8106,37933,595664,232201136,482681253
182,629987,371811,4662770,1730230,2624,3248,19094,8121,35127,620646,232228469,480382975
183,613948,375526,4698119,1747289,1879,3203,13331,8393,37556,616415,231840129,478697097
184,609929,375103,4702367,1748369,3331,3316,11721,8346,38793,599446,231485088,476483334
185,556964,373935,4743203,1732009,3020,3470,12913,8319,36916,559144,232234734,480625571
186,543032,380567,4750285,1728980,2559,3260,13689,8099,38287,537124,232298200,482488325
187,515448,378095,4753561,1727922,2531,3200,12780,8670,38162,493128,232236841,485306325
188,549463,375729,4748749,1716964,2392,3197,12690,8407,39282,544840,232229275,483182293
189,555072,378242,4716411,1705764,2746,3300,15152,8384,37046,550308,231530874,479534829
190,625223,366469,4650965,1694240,2424,3378,15022,8298,38740,616030,232166080,477466385
191,683684,360529,4598415,1702346,2439,3080,15851,7752,35487,675598,232114911,473834107
192,467761,661541,5749677,2476253,7248,2718,11615,21301,105020,513002,228489404,515154911
193,123421,673418,6951264,3335664,10951,2061,748,64973,14715,122750,224781979,604101421
194,139664,3543304,8811220,1119298,20672,223399,641,244677,820479,136539,224897745,461098943
195,485473,2005452,16682302,35700,7211,62605,165,110063,211916,613822,223594532,611418349
196,496177,2012322,20609331,33342,4832,24888,277,115898,127390,543098,222820234,648726033
197,422771,2342046,19224456,23495,5643,20748,126,165400,234431,412767,222112186,605298603
198,468254,2552574,18203930,25460,3662,23741,303,156095,216718,493150,222138897,619495338
199,506368,2730627,18201797,43586,4884,35393,218,162827,263457,480775,220203900,591125723
200,1034435,1996755,14094362,103117,4671,30155,492,75138,45979,1169816,228140095,603681014
201,1653419,275970,11745866,109527,1552,1137,367,11744,14604,1686502,232272784,524014082
202,601387,2287092,9785189,100635,27390,54228,1136,449901,675027,718990,220485500,495077897
203,981971,1289052,2466334,21562,85641,16083,104,62822,13103,997947,224336456,619957002
204,646150,981501,3968621,746082,98116,8687,10415,19603,28963,738408,228949842,582368985
205,627751,367351,4668227,1742850,3078,3597,20464,8064,36133,618621,231777152,478078556
206,630996,369345,4676154,1743986,2749,3457,18206,8112,37085,635276,232196232,478999940
207,629889,368311,4695248,1731139,2333,3284,14869,8262,37527,632086,232253297,478609618
208,575504,368234,4720763,1730643,2668,3439,16853,8165,36998,573428,232199429,480721654
209,567745,373404,4745298,1734524,3250,3264,13769,8464,37870,582706,232064407,480038460
210,538190,376829,4736015,1726653,2302,3238,14227,8352,37987,524382,232145438,482133968
211,542433,378050,4734826,1715332,2581,3337,15645,8372,39376,566807,232207244,483780141
212,546630,372201,4735911,1704057,2672,3347,11919,8563,36936,530964,232166153,484333621
213,570447,371566,4714776,1694822,2911,3453,13247,8054,39345,588051,232133791,479933666
214,639324,357769,4623275,1693157,2110,3145,13397,8009,36610,637674,232192113,477761061
215,675798,354171,4595074,1681040,2021,3188,16943,7993,36017,685684,232234579,475581561
216,446640,1009951,8684806,1827205,7672,34376,5866,129742,76160,413991,227879720,490155104
217,121238,673437,6920133,3402151,10714,2135,704,63746,14223,120856,224695090,600991221
218,131662,2556391,10162903,1591909,26831,174429,343,151740,919921,113984,225599683,496061080
219,523498,1923388,17747235,55663,3239,66992,216,126337,343511,515061,223422090,625173585
220,370130,2556479,19023686,29975,3826,31938,267,183792,418190,239656,221724876,594852425
221,404326,2658712,18565069,26632,3753,16496,176,137587,322060,388641,221167629,584368744
222,518347,2406665,20910592,37541,3017,17810,431,120370,419773,446077,222832999,613333048
223,441175,2428609,18831899,26227,2116,8508,242,180096,495089,321783,222133661,608862537
224,865807,3000019,14760817,33792,5736,49527,343,58657,369001,803232,225251015,585453096
225,1706847,286309,12577895,34108,1122,1159,50,12057,15761,1707451,231703341,567818559
226,567982,3188014,12569893,26478,37683,38863,678,106881,208464,613868,225467249,575645933
227,1099882,1270140,2561600,10160,87778,9236,230,64718,13698,1105622,224526541,649842096
228,630952,665853,10313123,739375,109790,11677,13158,16584,157669,546513,230403187,565635311
229,843133,265651,12670295,987978,41562,12503,24694,6457,37163,820679,232167565,572091478
230,812102,265285,12687682,1008147,40156,12399,26040,6820,35518,819092,232022860,567716903
231,814200,276962,12696167,1004683,40399,12711,28311,6455,52558,755588,231985625,568792497
232,847477,288123,12578597,1014226,41527,11613,25969,9852,60523,842939,231140014,562808439
233,826283,282169,12857707,1035980,42544,11867,23284,6663,37516,834464,231986364,566920967
234,803806,271954,12794416,1009036,41657,11996,23853,7218,39717,806936,232047018,567394838
235,843529,268723,12805875,1009162,42058,11959,23397,6856,34536,845270,231943131,567716230
236,801226,275256,12909131,1015266,41403,12247,26994,8123,44808,817189,232105006,568969731
237,786418,276417,12934939,1020920,41339,11707,25655,7014,38915,806685,232004442,567244954
238,740842,278927,12959499,1011022,42638,11751,24833,6776,41702,731242,232006861,570382096
239,795354,283382,12893620,1012021,41915,12025,24652,7918,52938,792483,232152004,569839247
240,785859,292219,12843404,999071,41859,11740,23789,6672,39582,753893,232026276,571383964
241,806206,281764,12957554,1002915,42794,12477,24196,7753,60176,781738,232209397,568560114
242,786257,273153,13029127,987150,42437,11830,22044,7062,38029,781507,231988219,568627583
243,798495,272275,12898206,972122,42824,12157,25829,7494,45617,776501,232036653,569203588
244,807562,264291,12959857,951495,42236,12377,24027,6619,38695,773129,231978423,570933946
245,768025,266384,13045090,984345,41900,12397,25944,6748,32161,801849,232011949,572138677
246,750347,267934,13025532,977407,41907,12171,23280,6766,32932,767544,232031648,572454823
247,785119,269499,13059105,977468,42019,12078,25555,6772,38460,780559,232189784,576207697
248,782015,285757,12990827,989375,43352,12208,26715,8582,52940,788557,231141981,569864801
249,795420,264823,12889696,976621,41941,13235,24706,7072,34673,783240,232073501,574609300
250,828158,275372,12859580,986599,41142,11392,24827,7034,42904,811352,232074590,568388792
251,837480,275195,12735053,1001427,42218,12140,26060,7226,42951,814601,232005134,569543161
252,899531,258305,12682063,989965,41500,12130,22955,7264,28794,930239,232095015,566176090
253,938700,255272,12564760,979767,41681,12317,21695,6323,30312,940224,232023427,565257997
254,963454,260711,12565692,974820,40655,12377,24382,7030,37568,978218,231958706,561614966
255,1030401,249948,12347792,968689,41231,12184,27283,6023,30609,1051197,232050169,560101675
256,1092488,243846,12280327,968915,41603,12692,24832,6393,25662,1119301,231896341,559042197
257,510529,991676,12364159,1629839,27690,18362,5008,292720,578982,450493,227111115,515148333
258,125803,665629,6890750,3382775,10980,2295,629,63286,14693,125000,224800948,599733329
259,124508,3310983,8630438,1579516,18736,207034,606,400909,486607,111123,223061702,473511163
260,543640,1872678,17640885,44975,6668,61497,471,117228,220790,617129,223488787,634970467
261,320049,2292584,19498049,27120,5206,32931,303,121873,202420,325091,221970667,601234097
262,482197,2286226,18978487,23165,6068,22399,382,138836,182025,546996,222130590,612588223
263,570557,2381010,19642654,33072,4780,20645,357,110068,140031,645129,222148410,637173893
264,471056,2499513,18123485,28473,4414,15053,420,167686,265407,436409,221102192,604290380
265,992162,2603613,14523985,34048,6421,60123,314,76737,51516,1154411,226246805,636539837
266,1728242,285633,12569542,31140,912,1033,18,12348,16698,1736849,232106167,564306771
267,656756,2753800,11951885,31070,42635,39954,204,122491,416887,722338,226226096,623872157
268,1072079,1263185,2527134,9094,87974,9095,261,66387,13042,1075504,224598686,637616004
269,424723,932417,4074316,1265166,39522,7050,11366,28923,30691,382596,230024173,546881421
270,607463,372583,4708193,1749601,3388,3253,17192,8126,36917,615740,232001246,481259241
271,627915,371085,4707248,1741072,3179,3406,20950,8009,36670,629882,232090321,479150881
272,601218,368016,4692299,1736508,2778,3394,17366,8357,36406,592283,231942085,479884228
273,637537,367207,4691431,1721855,2727,3338,12387,7967,35665,596217,231990475,477011259
274,554545,373575,4724092,1726682,3154,3239,14609,8278,36649,544050,232035038,481211214
275,544031,378889,4759972,1719546,2860,3257,14190,7933,37607,546679,232221730,481808897
276,542147,376486,4741049,1713481,2433,3405,16455,8411,38390,516571,232196913,482919431
277,548870,383310,4747353,1701213,2518,3511,22915,8594,39216,556570,232184478,481753954
278,576906,372278,4695360,1701535,2187,3440,18170,8204,38060,561897,232024144,480451865
279,637572,364573,4634183,1706313,2085,3250,19126,7932,35400,662956,232001894,475911221
280,686255,365815,4585475,1698441,2232,3118,17963,8225,36379,661103,231949803,473143494
281,223416,2017993,11869037,1574300,9998,14701,10020,95022,172811,284090,225094702,495256491
282,121184,667245,6959490,3440398,10908,2094,299,64000,14602,120664,224568125,605817867
283,178437,3219588,14719347,548710,26105,188670,500,149927,996139,198233,222242903,469019812
284,755734,1439810,16930889,43130,6243,57618,457,144404,64580,762257,224527182,717114568
285,651214,1982939,20646321,36271,4531,32347,435,74675,393631,637811,225000189,696080150
286,539626,2183657,18470668,32730,6741,20111,485,99579,291790,525722,224769005,688629603
287,617322,1969334,17491486,31602,5836,29121,553,94508,376259,664551,224761429,688593924
288,809180,2446084,17924934,25065,5875,34202,661,199469,386755,884837,223151395,656225707
289,1267771,1077102,14736939,28643,4441,30736,690,22702,28889,1249346,230266820,635841525
290,1693678,281829,12651310,32724,1169,1100,101,12490,16823,1673661,231861725,569847198
291,518040,2846163,8268586,27003,51173,27331,835,675466,1438824,177676,213123747,529858776
292,905128,1496509,3050626,11312,140406,8896,175,57526,12357,968349,225063104,660806918
293,709401,399344,10364080,780246,55937,15862,27428,7263,52557,817278,232139246,571463957
294,841703,266192,12778447,992302,40378,12532,24613,7610,38796,870809,232197194,571395134
295,859150,270930,12616642,1003989,41015,11812,26819,6852,43123,857969,232087026,566141810
296,852439,287960,12665251,1010498,42814,12449,27206,7228,35291,861460,232029584,565657373
297,805366,289719,12783959,1021872,42238,12056,23692,6916,49724,809979,232002559,567241152
298,838272,282350,12732344,1001376,42268,12140,24735,7017,48058,787350,232016029,567651380
299,793849,272250,12807620,1006327,41089,12081,25389,6942,40386,802898,232070442,569304946
300,801758,270188,12772277,1012077,42752,12430,25827,7015,35023,801260,231945794,567918898
301,786318,271036,12839623,1017281,42156,12349,25019,7041,44027,770835,232121609,566781463
302,768310,271637,13017829,1003120,42406,12591,26832,6871,37174,760153,232115379,569859502
303,1076751,272858,12633824,990421,41121,12099,26974,7163,40774,1129422,232237012,550844108
304,915949,285659,12628200,978262,40475,12062,35194,7009,61380,917163,231735687,559332156
305,808416,284260,12923927,1009783,43006,12528,25295,7063,39718,798479,232119581,568566253
306,803062,271257,12958175,991389,42294,13069,24552,6897,37955,835693,232107640,570955359
307,756978,279918,13055395,1008795,41750,12076,25226,7406,37885,723907,231894514,568745492
308,781013,274413,12986641,968282,42781,12666,26682,6764,41888,797600,232087759,570691546
309,779847,272580,12990604,991054,45237,13374,26313,6759,32004,794976,231778652,569549202
310,761867,274190,13092977,999572,42876,13403,23682,6850,39476,772387,232137115,571719613
311,767957,279962,12917435,1004814,44519,13673,28433,6723,39924,745586,232152336,567368975
312,775541,291830,13022064,1016432,46151,13543,23644,7289,38606,784648,232181387,567817011
313,798593,276703,12917039,1003807,34279,10246,22259,7183,43959,780445,231917374,567968605
314,796904,272559,13009034,980334,27993,8652,23873,7275,40670,793534,232226144,570121786
315,822455,270814,12835235,985660,27309,8755,22707,6649,42140,848201,232120423,566863068
316,815666,273367,12898753,981409,26803,8767,23427,7518,38162,836821,232102720,566420644
317,859261,261910,12744738,965323,26589,8833,26488,6379,43999,840869,232231880,566316139
318,1020984,256227,12343827,945859,27413,8590,25674,7048,36013,1012288,232109191,557675522
319,953929,255096,12401761,949656,26598,8934,21182,6743,34175,912884,232162825,562915450
320,941377,255085,12447651,963854,25722,8566,24054,6896,30279,933272,232187463,563419627
321,1035018,249336,12195631,930588,25814,8908,19865,6604,28946,983671,232189811,560826324
322,400742,1719795,13288425,1526064,15346,19078,8117,37585,25191,541281,226883610,556010899
323,117178,669289,7008241,3369360,11087,1880,246,64901,14358,120079,224765731,606473386
324,191520,3307246,14332633,764002,24093,152155,809,168206,1413141,158821,222579065,430193651
325,549688,1907773,20954114,52683,4894,51871,406,138242,727639,395430,223510286,629832858
326,621976,2034166,23110201,40522,3085,14887,413,104280,242678,531087,223916948,677095379
327,493754,2368290,23029632,37290,6080,21352,505,125385,392945,510382,223883207,656980888
328,620370,2232342,20913672,34586,5866,17211,429,127011,783157,484482,223032661,660544721
329,781491,2449418,17374807,27434,5373,15289,360,158081,392013,674723,223764254,665375335
330,1158529,1368059,14688848,27936,2259,16348,444,129177,430707,1104307,228755377,605683343
331,1668544,285474,12691446,32514,1125,1160,49,13888,16912,1689059,231657848,569526971
332,438583,3886229,11426207,27346,53158,28349,639,260339,603561,510719,215654683,532171617
333,884847,1473886,2981794,18856,132394,8728,169,55637,13591,1027370,224204009,671199206
