#,started on Fri,01-10-2013 03:16,,
,,,,
#,time,counts unit,events,
,25.1882181,"3,73,222",cache-misses,-68.77%
,25.1882181,"45,68,664",L1-dcache-load-misses,-68.09%
,25.1882181,"15,01,765",L1-icache-load-misses,-68.09%
,25.1882181,"21,098",dTLB-load-misses,-68.09%
,25.1882181,"7,328",dTLB-store-misses,-68.45%
,25.1882181,"16,190",iTLB-load-misses,-42.55%
,25.1882181,"12,433",LLC-load-misses,-42.55%
,25.1882181,"37,474",LLC-store-misses,-42.19%
,25.1882181,"5,79,764",branch-load-misses,-47.51%
,25.1882181,"23,20,45,675",cycles,-52.83%
,25.1882181,"48,31,45,245",instructions              #    2.08  insn per cycle,-58.15%
,25.26342257,"6,28,870",branch-misses,-64.19%
,25.26342257,"3,75,787",cache-misses,-74.83%
,25.26342257,"46,83,943",L1-dcache-load-misses,-80.15%
,25.26342257,"17,48,252",L1-icache-load-misses,-84.04%
,25.26342257,"2,868",dTLB-load-misses,-84.04%
,25.26342257,"3,398",dTLB-store-misses,-83.69%
,25.26342257,"22,863",iTLB-load-misses,-25.18%
,25.26342257,"8,079",LLC-load-misses,-21.28%
,25.26342257,"35,593",LLC-store-misses,-21.63%
,25.26342257,"6,31,556",branch-load-misses,-32.27%
,25.26342257,"23,21,97,967",cycles,-42.90%
,25.26342257,"47,98,72,954",instructions              #    2.07  insn per cycle,-53.54%
,25.3386223,"6,32,051",branch-misses,-71.97%
,25.3386223,"3,69,917",cache-misses,-77.29%
,25.3386223,"46,78,979",L1-dcache-load-misses,-71.98%
,25.3386223,"17,44,256",L1-icache-load-misses,-68.08%
,25.3386223,"3,405",dTLB-load-misses,-68.09%
,25.3386223,"3,211",dTLB-store-misses,-68.09%
,25.3386223,"20,361",iTLB-load-misses,-38.65%
,25.3386223,"8,086",LLC-load-misses,-42.55%
,25.3386223,"36,925",LLC-store-misses,-42.55%
,25.3386223,"6,33,678",branch-load-misses,-53.19%
,25.3386223,"23,21,71,674",cycles,-61.35%
,25.3386223,"47,86,80,136",instructions              #    2.06  insn per cycle,-66.67%
,25.41382689,"5,98,076",branch-misses,-57.45%
,25.41382689,"3,71,000",cache-misses,-68.08%
,25.41382689,"47,28,357",L1-dcache-load-misses,-71.63%
,25.41382689,"17,38,298",L1-icache-load-misses,-76.95%
,25.41382689,"2,738",dTLB-load-misses,-82.27%
,25.41382689,"3,251",dTLB-store-misses,-84.05%
,25.41382689,"19,842",iTLB-load-misses,-33.69%
,25.41382689,"7,915",LLC-load-misses,-28.38%
,25.41382689,"37,687",LLC-store-misses,-23.06%
,25.41382689,"6,19,557",branch-load-misses,-28.38%
,25.41382689,"23,22,00,456",cycles,-36.17%
,25.41382689,"48,01,57,197",instructions              #    2.07  insn per cycle,-46.81%
,25.48904567,"5,77,423",branch-misses,-78.73%
,25.48904567,"3,74,818",cache-misses,-84.04%
,25.48904567,"47,41,868",L1-dcache-load-misses,-80.50%
,25.48904567,"17,32,461",L1-icache-load-misses,-75.18%
,25.48904567,"2,735",dTLB-load-misses,-69.87%
,25.48904567,"3,315",dTLB-store-misses,-68.10%
,25.48904567,"13,159",iTLB-load-misses,-30.13%
,25.48904567,"8,176",LLC-load-misses,-35.44%
,25.48904567,"37,082",LLC-store-misses,-40.76%
,25.48904567,"5,67,417",branch-load-misses,-51.39%
,25.48904567,"23,22,46,372",cycles,-62.03%
,25.48904567,"48,10,22,778",instructions              #    2.07  insn per cycle,-72.66%
,25.56426081,"5,62,181",branch-misses,-57.46%
,25.56426081,"3,74,255",cache-misses,-68.10%
,25.56426081,"47,67,675",L1-dcache-load-misses,-68.10%
,25.56426081,"17,28,776",L1-icache-load-misses,-68.41%
,25.56426081,"2,482",dTLB-load-misses,-73.71%
,25.56426081,"3,156",dTLB-store-misses,-79.03%
,25.56426081,"12,567",iTLB-load-misses,-42.24%
,25.56426081,"8,128",LLC-load-misses,-36.92%
,25.56426081,"37,106",LLC-store-misses,-31.61%
,25.56426081,"5,85,017",branch-load-misses,-36.93%
,25.56426081,"23,17,41,833",cycles,-42.25%
,25.56426081,"48,01,82,228",instructions              #    2.07  insn per cycle,-47.57%
,25.63948265,"5,48,266",branch-misses,-74.76%
,25.63948265,"3,81,048",cache-misses,-84.04%
,25.63948265,"47,29,523",L1-dcache-load-misses,-84.04%
,25.63948265,"17,20,367",L1-icache-load-misses,-83.74%
,25.63948265,"3,263",dTLB-load-misses,-78.42%
,25.63948265,"3,571",dTLB-store-misses,-73.11%
,25.63948265,"14,005",iTLB-load-misses,-21.58%
,25.63948265,"8,378",LLC-load-misses,-26.89%
,25.63948265,"38,424",LLC-store-misses,-32.21%
,25.63948265,"5,41,922",branch-load-misses,-42.84%
,25.63948265,"23,22,15,452",cycles,-53.48%
,25.63948265,"48,15,52,405",instructions              #    2.07  insn per cycle,-64.11%
,25.71468748,"5,26,627",branch-misses,-61.42%
,25.71468748,"3,77,151",cache-misses,-68.09%
,25.71468748,"47,54,208",L1-dcache-load-misses,-68.07%
,25.71468748,"17,38,932",L1-icache-load-misses,-68.07%
,25.71468748,"2,912",dTLB-load-misses,-68.08%
,25.71468748,"3,506",dTLB-store-misses,-70.48%
,25.71468748,"16,473",iTLB-load-misses,-42.57%
,25.71468748,"8,132",LLC-load-misses,-42.57%
,25.71468748,"38,804",LLC-store-misses,-40.17%
,25.71468748,"5,39,852",branch-load-misses,-45.50%
,25.71468748,"23,20,03,877",cycles,-50.81%
,25.71468748,"48,28,19,445",instructions              #    2.08  insn per cycle,-56.13%
,25.78989462,"5,56,325",branch-misses,-66.23%
,25.78989462,"3,69,520",cache-misses,-76.86%
,25.78989462,"47,06,314",L1-dcache-load-misses,-82.18%
,25.78989462,"16,98,418",L1-icache-load-misses,-84.04%
,25.78989462,"3,481",dTLB-load-misses,-84.04%
,25.78989462,"3,490",dTLB-store-misses,-81.65%
,25.78989462,"12,503",iTLB-load-misses,-23.15%
,25.78989462,"8,051",LLC-load-misses,-21.28%
,25.78989462,"37,167",LLC-store-misses,-23.67%
,25.78989462,"5,50,700",branch-load-misses,-34.30%
,25.78989462,"23,22,20,062",cycles,-44.94%
,25.78989462,"48,18,68,037",instructions              #    2.08  insn per cycle,-55.57%
,25.86509693,"5,79,836",branch-misses,-69.94%
,25.86509693,"3,71,507",cache-misses,-75.26%
,25.86509693,"47,08,495",L1-dcache-load-misses,-69.94%
,25.86509693,"17,13,271",L1-icache-load-misses,-68.09%
,25.86509693,"2,408",dTLB-load-misses,-68.09%
,25.86509693,"3,339",dTLB-store-misses,-68.09%
,25.86509693,"13,213",iTLB-load-misses,-40.68%
,25.86509693,"8,833",LLC-load-misses,-42.55%
,25.86509693,"37,015",LLC-store-misses,-42.55%
,25.86509693,"5,82,066",branch-load-misses,-53.19%
,25.86509693,"23,21,76,779",cycles,-59.32%
,25.86509693,"47,99,21,978",instructions              #    2.07  insn per cycle,-64.64%
,25.94032814,"6,48,721",branch-misses,-57.69%
,25.94032814,"3,64,925",cache-misses,-68.33%
,25.94032814,"46,18,820",L1-dcache-load-misses,-73.64%
,25.94032814,"17,11,548",L1-icache-load-misses,-78.96%
,25.94032814,"2,323",dTLB-load-misses,-84.05%
,25.94032814,"3,208",dTLB-store-misses,-84.05%
,25.94032814,"16,077",iTLB-load-misses,-31.68%
,25.94032814,"7,903",LLC-load-misses,-26.37%
,25.94032814,"36,509",LLC-store-misses,-21.27%
,25.94032814,"6,55,762",branch-load-misses,-26.59%
,25.94032814,"23,23,02,906",cycles,-36.41%
,25.94032814,"47,65,87,990",instructions              #    2.05  insn per cycle,-47.04%
,26.01548906,"6,97,306",branch-misses,-78.48%
,26.01548906,"3,60,462",cache-misses,-83.81%
,26.01548906,"45,94,570",L1-dcache-load-misses,-78.49%
,26.01548906,"16,95,854",L1-icache-load-misses,-73.17%
,26.01548906,"2,585",dTLB-load-misses,-68.07%
,26.01548906,"3,126",dTLB-store-misses,-68.07%
,26.01548906,"17,214",iTLB-load-misses,-32.15%
,26.01548906,"7,636",LLC-load-misses,-37.47%
,26.01548906,"35,363",LLC-store-misses,-42.57%
,26.01548906,"7,06,707",branch-load-misses,-53.22%
,26.01548906,"23,20,66,497",cycles,-63.86%
,26.01548906,"47,41,91,643",instructions              #    2.04  insn per cycle,-73.18%
,26.09065723,"1,85,670",branch-misses,-57.42%
,26.09065723,"13,37,890",cache-misses,-68.07%
,26.09065723,"1,04,32,534",L1-dcache-load-misses,-68.07%
,26.09065723,"25,28,104",L1-icache-load-misses,-70.49%
,26.09065723,"9,784",dTLB-load-misses,-75.83%
,26.09065723,"15,679",dTLB-store-misses,-81.16%
,26.09065723,"1,130",iTLB-load-misses,-40.15%
,26.09065723,"1,66,266",LLC-load-misses,-34.81%
,26.09065723,"3,36,150",LLC-store-misses,-29.49%
,26.09065723,"1,01,326",branch-load-misses,-34.81%
,26.09065723,"22,35,17,652",cycles,-40.14%
,26.09065723,"53,85,64,114",instructions              #    2.41  insn per cycle,-46.78%
,26.16584526,"1,18,052",branch-misses,-76.92%
,26.16584526,"6,75,003",cache-misses,-84.03%
,26.16584526,"69,94,285",L1-dcache-load-misses,-84.03%
,26.16584526,"33,75,671",L1-icache-load-misses,-81.61%
,26.16584526,"10,882",dTLB-load-misses,-76.30%
,26.16584526,"2,097",dTLB-store-misses,-70.98%
,26.16584526,337,iTLB-load-misses,-23.70%
,26.16584526,"64,717",LLC-load-misses,-29.02%
,26.16584526,"15,133",LLC-store-misses,-34.34%
,26.16584526,"1,16,132",branch-load-misses,-44.98%
,26.16584526,"22,46,49,861",cycles,-55.63%
,26.16584526,"60,62,01,735",instructions              #    2.70  insn per cycle,-66.27%
,26.24098356,"1,86,914",branch-misses,-59.18%
,26.24098356,"35,70,396",cache-misses,-68.05%
,26.24098356,"1,38,74,269",L1-dcache-load-misses,-68.05%
,26.24098356,"2,31,067",L1-icache-load-misses,-68.07%
,26.24098356,"26,394",dTLB-load-misses,-68.07%
,26.24098356,"1,99,679",dTLB-store-misses,-72.75%
,26.24098356,462,iTLB-load-misses,-42.58%
,26.24098356,"2,08,497",LLC-load-misses,-42.58%
,26.24098356,"10,86,711",LLC-store-misses,-37.90%
,26.24098356,"1,79,053",branch-load-misses,-43.23%
,26.24098356,"22,45,88,946",cycles,-48.55%
,26.24098356,"46,46,78,244",instructions              #    2.07  insn per cycle,-53.88%
,26.31615508,"4,89,152",branch-misses,-68.50%
,26.31615508,"24,34,239",cache-misses,-79.14%
,26.31615508,"1,91,13,130",L1-dcache-load-misses,-84.04%
,26.31615508,"36,640",L1-icache-load-misses,-84.03%
,26.31615508,"3,896",dTLB-load-misses,-84.04%
,26.31615508,"56,616",dTLB-store-misses,-79.41%
,26.31615508,117,iTLB-load-misses,-21.28%
,26.31615508,"1,41,079",LLC-load-misses,-21.28%
,26.31615508,"2,65,414",LLC-store-misses,-25.91%
,26.31615508,"5,05,657",branch-load-misses,-36.57%
,26.31615508,"22,21,45,811",cycles,-47.20%
,26.31615508,"59,00,94,423",instructions              #    2.66  insn per cycle,-57.84%
#,time,counts unit,events,
,26.39140773,"4,69,271",branch-misses,-67.65%
,26.39140773,"19,22,339",cache-misses,-72.97%
,26.39140773,"1,60,10,202",L1-dcache-load-misses,-68.09%
,26.39140773,"24,531",L1-icache-load-misses,-68.10%
,26.39140773,"3,229",dTLB-load-misses,-68.12%
,26.39140773,"9,447",dTLB-store-misses,-68.12%
,26.39140773,251,iTLB-load-misses,-42.53%
,26.39140773,"1,38,190",LLC-load-misses,-42.52%
,26.39140773,"2,76,355",LLC-store-misses,-42.51%
,26.39140773,"4,15,392",branch-load-misses,-51.72%
,26.39140773,"22,26,16,002",cycles,-57.04%
,26.39140773,"61,90,04,289",instructions              #    2.78  insn per cycle,-62.35%
,26.46667323,"4,43,595",branch-misses,-59.91%
,26.46667323,"24,61,077",cache-misses,-70.54%
,26.46667323,"2,10,94,666",L1-dcache-load-misses,-75.85%
,26.46667323,"31,221",L1-icache-load-misses,-81.17%
,26.46667323,"2,832",dTLB-load-misses,-84.05%
,26.46667323,"11,594",dTLB-store-misses,-84.06%
,26.46667323,312,iTLB-load-misses,-29.47%
,26.46667323,"1,24,804",LLC-load-misses,-24.16%
,26.46667323,"3,91,395",LLC-store-misses,-21.26%
,26.46667323,"2,67,201",branch-load-misses,-28.00%
,26.46667323,"22,22,33,072",cycles,-38.63%
,26.46667323,"61,82,33,039",instructions              #    2.78  insn per cycle,-49.26%
,26.54191123,"4,21,799",branch-misses,-76.31%
,26.54191123,"26,28,852",cache-misses,-81.63%
,26.54191123,"1,97,85,103",L1-dcache-load-misses,-76.31%
,26.54191123,"30,714",L1-icache-load-misses,-71.00%
,26.54191123,"3,261",dTLB-load-misses,-68.10%
,26.54191123,"24,926",dTLB-store-misses,-68.10%
,26.54191123,241,iTLB-load-misses,-34.31%
,26.54191123,"1,45,022",LLC-load-misses,-39.62%
,26.54191123,"3,87,441",LLC-store-misses,-42.53%
,26.54191123,"3,75,216",branch-load-misses,-53.16%
,26.54191123,"22,23,48,693",cycles,-63.80%
,26.54191123,"60,13,48,449",instructions              #    2.70  insn per cycle,-71.01%
,26.61713053,"5,68,455",branch-misses,-57.45%
,26.61713053,"30,69,461",cache-misses,-68.08%
,26.61713053,"1,76,97,830",L1-dcache-load-misses,-68.08%
,26.61713053,"26,304",L1-icache-load-misses,-72.56%
,26.61713053,"3,970",dTLB-load-misses,-77.88%
,26.61713053,"30,583",dTLB-store-misses,-83.20%
,26.61713053,338,iTLB-load-misses,-38.09%
,26.61713053,"1,13,781",LLC-load-misses,-32.77%
,26.61713053,"4,28,441",LLC-store-misses,-27.45%
,26.61713053,"4,87,242",branch-load-misses,-32.77%
,26.61713053,"22,18,43,932",cycles,-38.09%
,26.61713053,"59,39,81,412",instructions              #    2.68  insn per cycle,-46.82%
,26.69234386,"13,33,472",branch-misses,-78.72%
,26.69234386,"14,45,661",cache-misses,-84.04%
,26.69234386,"1,35,88,529",L1-dcache-load-misses,-84.04%
,26.69234386,"33,915",L1-icache-load-misses,-79.57%
,26.69234386,"3,584",dTLB-load-misses,-74.26%
,26.69234386,"21,271",dTLB-store-misses,-68.95%
,26.69234386,182,iTLB-load-misses,-25.74%
,26.69234386,"16,895",LLC-load-misses,-31.06%
,26.69234386,"2,00,287",LLC-store-misses,-36.36%
,26.69234386,"12,72,592",branch-load-misses,-47.00%
,26.69234386,"22,84,24,788",cycles,-57.63%
,26.69234386,"58,82,53,677",instructions              #    2.58  insn per cycle,-68.27%
,26.76754798,"14,43,659",branch-misses,-57.45%
,26.76754798,"3,78,512",cache-misses,-68.08%
,26.76754798,"1,19,18,084",L1-dcache-load-misses,-68.08%
,26.76754798,"31,519",L1-icache-load-misses,-68.09%
,26.76754798,"1,047",dTLB-load-misses,-69.34%
,26.76754798,"1,098",dTLB-store-misses,-74.66%
,26.76754798,126,iTLB-load-misses,-42.55%
,26.76754798,"36,262",LLC-load-misses,-41.30%
,26.76754798,"56,505",LLC-store-misses,-35.99%
,26.76754798,"13,62,850",branch-load-misses,-41.31%
,26.76754798,"23,14,32,572",cycles,-46.63%
,26.76754798,"58,01,70,181",instructions              #    2.51  insn per cycle,-51.95%
,26.84275681,"7,08,985",branch-misses,-70.39%
,26.84275681,"31,48,068",cache-misses,-81.03%
,26.84275681,"85,05,528",L1-dcache-load-misses,-84.03%
,26.84275681,"22,146",L1-icache-load-misses,-84.04%
,26.84275681,"69,247",dTLB-load-misses,-82.78%
,26.84275681,"42,556",dTLB-store-misses,-77.47%
,26.84275681,"1,169",iTLB-load-misses,-21.29%
,26.84275681,"1,49,273",LLC-load-misses,-22.53%
,26.84275681,"3,15,004",LLC-store-misses,-27.84%
,26.84275681,"7,70,441",branch-load-misses,-38.45%
,26.84275681,"22,35,21,476",cycles,-49.10%
,26.84275681,"60,51,24,396",instructions              #    2.71  insn per cycle,-59.74%
,26.91797768,"7,45,917",branch-misses,-65.79%
,26.91797768,"12,60,047",cache-misses,-71.11%
,26.91797768,"34,11,982",L1-dcache-load-misses,-68.09%
,26.91797768,"80,422",L1-icache-load-misses,-68.09%
,26.91797768,"1,42,630",dTLB-load-misses,-68.09%
,26.91797768,"8,950",dTLB-store-misses,-68.09%
,26.91797768,251,iTLB-load-misses,-42.55%
,26.91797768,"41,549",LLC-load-misses,-42.55%
,26.91797768,"1,33,515",LLC-store-misses,-42.55%
,26.91797768,"6,54,725",branch-load-misses,-49.85%
,26.91797768,"22,68,06,892",cycles,-55.17%
,26.91797768,"61,66,03,035",instructions              #    2.72  insn per cycle,-60.49%
,26.993215,"8,03,297",branch-misses,-61.83%
,26.993215,"2,86,417",cache-misses,-72.46%
,26.993215,"1,27,38,340",L1-dcache-load-misses,-77.78%
,26.993215,"9,94,278",L1-icache-load-misses,-83.09%
,26.993215,"45,666",dTLB-load-misses,-84.05%
,26.993215,"13,613",dTLB-store-misses,-84.05%
,26.993215,"24,919",iTLB-load-misses,-27.55%
,26.993215,"7,390",LLC-load-misses,-22.23%
,26.993215,"47,105",LLC-store-misses,-21.27%
,26.993215,"8,00,898",branch-load-misses,-29.91%
,26.993215,"23,18,37,901",cycles,-40.54%
,26.993215,"57,05,60,181",instructions              #    2.46  insn per cycle,-51.18%
,27.06841599,"8,11,759",branch-misses,-74.35%
,27.06841599,"2,72,483",cache-misses,-79.67%
,27.06841599,"1,27,26,280",L1-dcache-load-misses,-74.35%
,27.06841599,"10,09,635",L1-icache-load-misses,-69.04%
,27.06841599,"42,168",dTLB-load-misses,-68.08%
,27.06841599,"12,949",dTLB-store-misses,-68.09%
,27.06841599,"25,286",iTLB-load-misses,-36.28%
,27.06841599,"6,724",LLC-load-misses,-41.59%
,27.06841599,"40,054",LLC-store-misses,-42.55%
,27.06841599,"7,98,695",branch-load-misses,-53.19%
,27.06841599,"23,17,92,943",cycles,-63.74%
,27.06841599,"56,91,10,351",instructions              #    2.46  insn per cycle,-69.06%
,27.14362297,"8,40,405",branch-misses,-57.44%
,27.14362297,"2,68,004",cache-misses,-68.08%
,27.14362297,"1,26,50,024",L1-dcache-load-misses,-69.24%
,27.14362297,"10,26,531",L1-icache-load-misses,-74.56%
,27.14362297,"40,927",dTLB-load-misses,-79.88%
,27.14362297,"12,304",dTLB-store-misses,-84.04%
,27.14362297,"25,609",iTLB-load-misses,-36.09%
,27.14362297,"6,860",LLC-load-misses,-30.77%
,27.14362297,"33,563",LLC-store-misses,-25.45%
,27.14362297,"8,55,769",branch-load-misses,-30.77%
,27.14362297,"23,21,34,112",cycles,-36.18%
,27.14362297,"56,73,62,661",instructions              #    2.44  insn per cycle,-46.82%
,27.21883516,"8,38,037",branch-misses,-78.72%
,27.21883516,"2,73,004",cache-misses,-84.04%
,27.21883516,"1,26,60,104",L1-dcache-load-misses,-82.88%
,27.21883516,"10,21,025",L1-icache-load-misses,-77.57%
,27.21883516,"27,754",dTLB-load-misses,-72.26%
,27.21883516,"8,715",dTLB-store-misses,-68.09%
,27.21883516,"21,760",iTLB-load-misses,-27.74%
,27.21883516,"6,515",LLC-load-misses,-33.06%
,27.21883516,"42,631",LLC-store-misses,-38.37%
,27.21883516,"8,31,231",branch-load-misses,-49.01%
,27.21883516,"23,21,78,298",cycles,-59.64%
,27.21883516,"56,81,43,389",instructions              #    2.45  insn per cycle,-70.28%
,27.29403628,"8,54,096",branch-misses,-57.45%
,27.29403628,"2,75,856",cache-misses,-68.09%
,27.29403628,"1,26,61,625",L1-dcache-load-misses,-68.09%
,27.29403628,"10,21,810",L1-icache-load-misses,-68.09%
,27.29403628,"27,566",dTLB-load-misses,-71.35%
,27.29403628,"8,671",dTLB-store-misses,-76.67%
,27.29403628,"25,021",iTLB-load-misses,-42.55%
,27.29403628,"7,129",LLC-load-misses,-39.29%
,27.29403628,"38,202",LLC-store-misses,-33.98%
,27.29403628,"8,44,787",branch-load-misses,-39.30%
,27.29403628,"23,21,23,157",cycles,-44.62%
,27.29403628,"56,73,61,438",instructions              #    2.44  insn per cycle,-49.94%
,27.36930164,"7,89,906",branch-misses,-72.36%
,27.36930164,"2,74,035",cache-misses,-82.99%
,27.36930164,"1,28,16,090",L1-dcache-load-misses,-84.05%
,27.36930164,"10,30,980",L1-icache-load-misses,-84.06%
,27.36930164,"25,615",dTLB-load-misses,-80.80%
,27.36930164,"8,307",dTLB-store-misses,-75.48%
,27.36930164,"19,393",iTLB-load-misses,-21.26%
,27.36930164,"7,080",LLC-load-misses,-24.52%
,27.36930164,"44,231",LLC-store-misses,-29.83%
,27.36930164,"8,03,469",branch-load-misses,-40.45%
,27.36930164,"23,23,73,184",cycles,-51.08%
,27.36930164,"56,84,13,719",instructions              #    2.45  insn per cycle,-61.71%
,27.44450136,"7,96,103",branch-misses,-63.83%
,27.44450136,"2,85,209",cache-misses,-69.15%
,27.44450136,"1,28,18,495",L1-dcache-load-misses,-68.08%
,27.44450136,"10,16,512",L1-icache-load-misses,-68.09%
,27.44450136,"25,614",dTLB-load-misses,-68.09%
,27.44450136,"8,224",dTLB-store-misses,-68.09%
,27.44450136,"23,518",iTLB-load-misses,-42.55%
,27.44450136,"8,286",LLC-load-misses,-42.55%
,27.44450136,"55,629",LLC-store-misses,-42.55%
,27.44450136,"7,99,767",branch-load-misses,-47.89%
,27.44450136,"23,18,07,460",cycles,-53.21%
,27.44450136,"56,51,81,003",instructions              #    2.44  insn per cycle,-58.53%
,27.51971592,"7,85,513",branch-misses,-63.81%
,27.51971592,"2,76,701",cache-misses,-74.44%
,27.51971592,"1,28,68,944",L1-dcache-load-misses,-79.76%
,27.51971592,"10,35,143",L1-icache-load-misses,-84.04%
,27.51971592,"28,073",dTLB-load-misses,-84.05%
,27.51971592,"9,193",dTLB-store-misses,-84.05%
,27.51971592,"21,832",iTLB-load-misses,-25.57%
,27.51971592,"7,483",LLC-load-misses,-21.27%
,27.51971592,"40,944",LLC-store-misses,-21.27%
,27.51971592,"7,79,689",branch-load-misses,-31.88%
,27.51971592,"23,22,27,390",cycles,-42.52%
,27.51971592,"56,95,15,465",instructions              #    2.45  insn per cycle,-53.15%
,27.5949269,"7,98,613",branch-misses,-72.37%
,27.5949269,"2,75,701",cache-misses,-77.69%
,27.5949269,"1,29,18,025",L1-dcache-load-misses,-72.38%
,27.5949269,"10,23,479",L1-icache-load-misses,-68.10%
,27.5949269,"28,847",dTLB-load-misses,-68.09%
,27.5949269,"8,988",dTLB-store-misses,-68.09%
,27.5949269,"25,293",iTLB-load-misses,-38.25%
,27.5949269,"6,891",LLC-load-misses,-42.54%
,27.5949269,"40,317",LLC-store-misses,-42.55%
,27.5949269,"8,06,042",branch-load-misses,-53.19%
,27.5949269,"23,16,96,990",cycles,-61.75%
,27.5949269,"56,63,15,224",instructions              #    2.44  insn per cycle,-67.07%
,27.6700974,"7,79,690",branch-misses,-57.43%
,27.6700974,"2,85,439",cache-misses,-68.07%
,27.6700974,"1,29,37,047",L1-dcache-load-misses,-71.26%
,27.6700974,"10,21,055",L1-icache-load-misses,-76.58%
,27.6700974,"28,109",dTLB-load-misses,-81.90%
,27.6700974,"8,825",dTLB-store-misses,-84.04%
,27.6700974,"27,502",iTLB-load-misses,-34.07%
,27.6700974,"8,155",LLC-load-misses,-28.75%
,27.6700974,"59,978",LLC-store-misses,-23.43%
,27.6700974,"7,97,957",branch-load-misses,-28.75%
,27.6700974,"23,20,61,109",cycles,-36.15%
,27.6700974,"56,82,76,164",instructions              #    2.45  insn per cycle,-46.79%
,27.74530522,"7,57,642",branch-misses,-78.72%
,27.74530522,"3,06,323",cache-misses,-84.04%
,27.74530522,"1,29,63,063",L1-dcache-load-misses,-80.86%
,27.74530522,"10,31,974",L1-icache-load-misses,-75.54%
,27.74530522,"28,535",dTLB-load-misses,-70.23%
,27.74530522,"9,017",dTLB-store-misses,-68.09%
,27.74530522,"22,454",iTLB-load-misses,-29.77%
,27.74530522,"10,508",LLC-load-misses,-35.09%
,27.74530522,"67,658",LLC-store-misses,-40.40%
,27.74530522,"7,69,808",branch-load-misses,-51.04%
,27.74530522,"23,15,29,159",cycles,-61.67%
,27.74530522,"56,75,46,536",instructions              #    2.45  insn per cycle,-72.31%
,27.82051697,"7,73,502",branch-misses,-57.45%
,27.82051697,"2,87,602",cache-misses,-68.09%
,27.82051697,"1,29,71,615",L1-dcache-load-misses,-68.09%
,27.82051697,"10,29,140",L1-icache-load-misses,-68.09%
,27.82051697,"28,026",dTLB-load-misses,-73.38%
,27.82051697,"8,442",dTLB-store-misses,-78.69%
,27.82051697,"24,853",iTLB-load-misses,-42.55%
,27.82051697,"7,188",LLC-load-misses,-37.27%
,27.82051697,"46,177",LLC-store-misses,-31.95%
,27.82051697,"7,54,269",branch-load-misses,-37.27%
,27.82051697,"23,20,15,409",cycles,-42.59%
,27.82051697,"56,53,54,131",instructions              #    2.44  insn per cycle,-47.91%
,27.89572333,"8,43,852",branch-misses,-74.44%
,27.89572333,"2,76,550",cache-misses,-84.05%
,27.89572333,"1,28,05,451",L1-dcache-load-misses,-84.05%
,27.89572333,"9,90,339",L1-icache-load-misses,-84.05%
,27.89572333,"26,811",dTLB-load-misses,-78.76%
,27.89572333,"8,473",dTLB-store-misses,-73.44%
,27.89572333,"21,746",iTLB-load-misses,-21.27%
,27.89572333,"7,329",LLC-load-misses,-26.55%
,27.89572333,"46,977",LLC-store-misses,-31.87%
,27.89572333,"7,61,239",branch-load-misses,-42.51%
,27.89572333,"23,21,90,765",cycles,-53.15%
,27.89572333,"56,95,06,781",instructions              #    2.45  insn per cycle,-63.78%
,27.9709234,"7,76,413",branch-misses,-61.73%
,27.9709234,"2,66,272",cache-misses,-68.08%
,27.9709234,"1,29,01,020",L1-dcache-load-misses,-68.08%
,27.9709234,"9,91,043",L1-icache-load-misses,-68.08%
,27.9709234,"27,827",dTLB-load-misses,-68.09%
,27.9709234,"8,352",dTLB-store-misses,-70.17%
,27.9709234,"19,673",iTLB-load-misses,-42.55%
,27.9709234,"6,859",LLC-load-misses,-42.55%
,27.9709234,"36,293",LLC-store-misses,-40.47%
,27.9709234,"7,73,778",branch-load-misses,-45.79%
,27.9709234,"23,21,54,109",cycles,-51.11%
,27.9709234,"57,11,58,948",instructions              #    2.46  insn per cycle,-56.43%
,28.04615294,"8,17,840",branch-misses,-65.90%
,28.04615294,"2,83,044",cache-misses,-76.53%
,28.04615294,"1,29,17,889",L1-dcache-load-misses,-81.84%
,28.04615294,"9,82,286",L1-icache-load-misses,-84.05%
,28.04615294,"27,679",dTLB-load-misses,-84.05%
,28.04615294,"8,763",dTLB-store-misses,-81.97%
,28.04615294,"20,645",iTLB-load-misses,-23.48%
,28.04615294,"7,329",LLC-load-misses,-21.27%
,28.04615294,"39,236",LLC-store-misses,-23.35%
,28.04615294,"8,18,003",branch-load-misses,-33.98%
,28.04615294,"23,22,50,882",cycles,-44.61%
,28.04615294,"56,98,02,220",instructions              #    2.45  insn per cycle,-55.24%
,28.1213549,"7,82,599",branch-misses,-70.28%
,28.1213549,"2,77,944",cache-misses,-75.61%
,28.1213549,"1,29,85,168",L1-dcache-load-misses,-70.29%
,28.1213549,"10,19,059",L1-icache-load-misses,-68.09%
,28.1213549,"33,267",dTLB-load-misses,-68.08%
,28.1213549,"10,093",dTLB-store-misses,-68.08%
,28.1213549,"25,798",iTLB-load-misses,-40.34%
,28.1213549,"6,951",LLC-load-misses,-42.55%
,28.1213549,"38,499",LLC-store-misses,-42.56%
,28.1213549,"8,03,870",branch-load-misses,-53.19%
,28.1213549,"23,20,44,931",cycles,-59.66%
,28.1213549,"57,04,59,488",instructions              #    2.46  insn per cycle,-64.98%
,28.19655405,"7,84,290",branch-misses,-57.44%
,28.19655405,"2,66,870",cache-misses,-68.08%
,28.19655405,"1,30,05,828",L1-dcache-load-misses,-73.32%
